GeoCode,BuildingType,NumberOfFloors,YearBuilt,BuildingCount
4214,NonResidential,10Floors,1946to1960,0
4214,NonResidential,11to12Floors,1946to1960,0
4214,NonResidential,13PlusFloors,1946to1960,0
4214,NonResidential,Unknown,1946to1960,0
4214,SingleFamily,1Floor,1961to1970,108
4214,SingleFamily,2Floors,1961to1970,218
4214,SingleFamily,3Floors,1961to1970,11
4214,SingleFamily,4Floors,1961to1970,0
4214,SingleFamily,5Floors,1961to1970,0
4214,SingleFamily,6Floors,1961to1970,0
4214,SingleFamily,7Floors,1961to1970,0
4214,SingleFamily,8Floors,1961to1970,0
4214,SingleFamily,9Floors,1961to1970,0
4214,SingleFamily,10Floors,1961to1970,0
4214,SingleFamily,11to12Floors,1961to1970,0
4214,SingleFamily,13PlusFloors,1961to1970,0
4214,SingleFamily,Unknown,1961to1970,11
4214,MultiDwelling,1Floor,1961to1970,1
4214,MultiDwelling,2Floors,1961to1970,32
4214,MultiDwelling,3Floors,1961to1970,94
4214,MultiDwelling,4Floors,1961to1970,167
4214,MultiDwelling,5Floors,1961to1970,56
4214,MultiDwelling,6Floors,1961to1970,33
4214,MultiDwelling,7Floors,1961to1970,16
4214,MultiDwelling,8Floors,1961to1970,44
4214,MultiDwelling,9Floors,1961to1970,9
4214,MultiDwelling,10Floors,1961to1970,0
4214,MultiDwelling,11to12Floors,1961to1970,1
4214,MultiDwelling,13PlusFloors,1961to1970,7
4214,MultiDwelling,Unknown,1961to1970,13
4214,NonResidential,1Floor,1961to1970,1
4214,NonResidential,2Floors,1961to1970,5
4214,NonResidential,3Floors,1961to1970,1
4214,NonResidential,4Floors,1961to1970,3
4214,NonResidential,5Floors,1961to1970,1
4214,NonResidential,6Floors,1961to1970,0
4214,NonResidential,7Floors,1961to1970,0
4214,NonResidential,8Floors,1961to1970,0
4214,NonResidential,9Floors,1961to1970,0
4214,NonResidential,10Floors,1961to1970,0
4214,NonResidential,11to12Floors,1961to1970,0
4214,NonResidential,13PlusFloors,1961to1970,0
4214,NonResidential,Unknown,1961to1970,0
4214,SingleFamily,1Floor,1971to1980,252
4214,SingleFamily,2Floors,1971to1980,596
4214,SingleFamily,3Floors,1971to1980,45
4214,SingleFamily,4Floors,1971to1980,0
4214,SingleFamily,5Floors,1971to1980,0
4214,SingleFamily,6Floors,1971to1980,0
4214,SingleFamily,7Floors,1971to1980,0
4214,SingleFamily,8Floors,1971to1980,0
4214,SingleFamily,9Floors,1971to1980,0
4214,SingleFamily,10Floors,1971to1980,0
4214,SingleFamily,11to12Floors,1971to1980,0
4214,SingleFamily,13PlusFloors,1971to1980,0
4214,SingleFamily,Unknown,1971to1980,12
4214,MultiDwelling,1Floor,1971to1980,1
4214,MultiDwelling,2Floors,1971to1980,14
4214,MultiDwelling,3Floors,1971to1980,65
4214,MultiDwelling,4Floors,1971to1980,127
4214,MultiDwelling,5Floors,1971to1980,23
4214,MultiDwelling,6Floors,1971to1980,35
4214,MultiDwelling,7Floors,1971to1980,11
4214,MultiDwelling,8Floors,1971to1980,240
4214,MultiDwelling,9Floors,1971to1980,22
4214,MultiDwelling,10Floors,1971to1980,0
4214,MultiDwelling,11to12Floors,1971to1980,10
4214,MultiDwelling,13PlusFloors,1971to1980,7
4214,MultiDwelling,Unknown,1971to1980,18
4214,NonResidential,1Floor,1971to1980,8
4214,NonResidential,2Floors,1971to1980,8
4214,NonResidential,3Floors,1971to1980,2
4214,NonResidential,4Floors,1971to1980,0
4214,NonResidential,5Floors,1971to1980,0
4214,NonResidential,6Floors,1971to1980,0
4214,NonResidential,7Floors,1971to1980,0
4214,NonResidential,8Floors,1971to1980,0
4214,NonResidential,9Floors,1971to1980,0
4214,NonResidential,10Floors,1971to1980,0
4214,NonResidential,11to12Floors,1971to1980,0
4214,NonResidential,13PlusFloors,1971to1980,1
4214,NonResidential,Unknown,1971to1980,2
4214,SingleFamily,1Floor,1981to1990,117
4214,SingleFamily,2Floors,1981to1990,490
4214,SingleFamily,3Floors,1981to1990,75
4214,SingleFamily,4Floors,1981to1990,0
4214,SingleFamily,5Floors,1981to1990,0
4214,SingleFamily,6Floors,1981to1990,0
4214,SingleFamily,7Floors,1981to1990,0
4214,SingleFamily,8Floors,1981to1990,0
4214,SingleFamily,9Floors,1981to1990,0
4214,SingleFamily,10Floors,1981to1990,0
4214,SingleFamily,11to12Floors,1981to1990,0
4214,SingleFamily,13PlusFloors,1981to1990,0
4214,SingleFamily,Unknown,1981to1990,13
4214,MultiDwelling,1Floor,1981to1990,1
4214,MultiDwelling,2Floors,1981to1990,16
4214,MultiDwelling,3Floors,1981to1990,29
4214,MultiDwelling,4Floors,1981to1990,130
4214,MultiDwelling,5Floors,1981to1990,6
4214,MultiDwelling,6Floors,1981to1990,24
4214,MultiDwelling,7Floors,1981to1990,14
4214,MultiDwelling,8Floors,1981to1990,273
4214,MultiDwelling,9Floors,1981to1990,3
4214,MultiDwelling,10Floors,1981to1990,1
4214,MultiDwelling,11to12Floors,1981to1990,9
4214,MultiDwelling,13PlusFloors,1981to1990,8
4214,MultiDwelling,Unknown,1981to1990,32
4214,NonResidential,1Floor,1981to1990,2
4214,NonResidential,2Floors,1981to1990,3
4214,NonResidential,3Floors,1981to1990,4
4214,NonResidential,4Floors,1981to1990,4
4214,NonResidential,5Floors,1981to1990,0
4214,NonResidential,6Floors,1981to1990,0
4214,NonResidential,7Floors,1981to1990,0
4214,NonResidential,8Floors,1981to1990,0
4214,NonResidential,9Floors,1981to1990,0
4214,NonResidential,10Floors,1981to1990,0
4214,NonResidential,11to12Floors,1981to1990,1
4214,NonResidential,13PlusFloors,1981to1990,2
4214,NonResidential,Unknown,1981to1990,0
4214,SingleFamily,1Floor,1991to2000,153
4214,SingleFamily,2Floors,1991to2000,613
4214,SingleFamily,3Floors,1991to2000,99
4214,SingleFamily,4Floors,1991to2000,0
4214,SingleFamily,5Floors,1991to2000,0
4214,SingleFamily,6Floors,1991to2000,0
4214,SingleFamily,7Floors,1991to2000,0
4214,SingleFamily,8Floors,1991to2000,0
4214,SingleFamily,9Floors,1991to2000,0
4214,SingleFamily,10Floors,1991to2000,0
4214,SingleFamily,11to12Floors,1991to2000,0
4214,SingleFamily,13PlusFloors,1991to2000,0
4214,SingleFamily,Unknown,1991to2000,18
4214,MultiDwelling,1Floor,1991to2000,2
4214,MultiDwelling,2Floors,1991to2000,14
4214,MultiDwelling,3Floors,1991to2000,33
4214,MultiDwelling,4Floors,1991to2000,40
4214,MultiDwelling,5Floors,1991to2000,7
4214,MultiDwelling,6Floors,1991to2000,2
4214,MultiDwelling,7Floors,1991to2000,4
4214,MultiDwelling,8Floors,1991to2000,18
4214,MultiDwelling,9Floors,1991to2000,0
4214,MultiDwelling,10Floors,1991to2000,2
4214,MultiDwelling,11to12Floors,1991to2000,1
4214,MultiDwelling,13PlusFloors,1991to2000,1
4214,MultiDwelling,Unknown,1991to2000,4
4214,NonResidential,1Floor,1991to2000,2
4214,NonResidential,2Floors,1991to2000,10
4214,NonResidential,3Floors,1991to2000,13
4214,NonResidential,4Floors,1991to2000,11
4214,NonResidential,5Floors,1991to2000,2
4214,NonResidential,6Floors,1991to2000,0
4214,NonResidential,7Floors,1991to2000,1
4214,NonResidential,8Floors,1991to2000,0
4214,NonResidential,9Floors,1991to2000,0
4214,NonResidential,10Floors,1991to2000,0
4214,NonResidential,11to12Floors,1991to2000,0
4214,NonResidential,13PlusFloors,1991to2000,0
4214,NonResidential,Unknown,1991to2000,0
4214,SingleFamily,1Floor,2001to2011,408
4214,SingleFamily,2Floors,2001to2011,804
4214,SingleFamily,3Floors,2001to2011,71
4214,SingleFamily,4Floors,2001to2011,0
4214,SingleFamily,5Floors,2001to2011,0
4214,SingleFamily,6Floors,2001to2011,0
4214,SingleFamily,7Floors,2001to2011,0
4214,SingleFamily,8Floors,2001to2011,0
4214,SingleFamily,9Floors,2001to2011,0
4214,SingleFamily,10Floors,2001to2011,0
4214,SingleFamily,11to12Floors,2001to2011,0
4214,SingleFamily,13PlusFloors,2001to2011,0
4214,SingleFamily,Unknown,2001to2011,40
4214,MultiDwelling,1Floor,2001to2011,0
4214,MultiDwelling,2Floors,2001to2011,21
4214,MultiDwelling,3Floors,2001to2011,33
4214,MultiDwelling,4Floors,2001to2011,22
4214,MultiDwelling,5Floors,2001to2011,11
4214,MultiDwelling,6Floors,2001to2011,5
4214,MultiDwelling,7Floors,2001to2011,0
4214,MultiDwelling,8Floors,2001to2011,7
4214,MultiDwelling,9Floors,2001to2011,0
4214,MultiDwelling,10Floors,2001to2011,0
4214,MultiDwelling,11to12Floors,2001to2011,1
4214,MultiDwelling,13PlusFloors,2001to2011,1
4214,MultiDwelling,Unknown,2001to2011,4
4214,NonResidential,1Floor,2001to2011,1
4214,NonResidential,2Floors,2001to2011,4
4214,NonResidential,3Floors,2001to2011,2
4214,NonResidential,4Floors,2001to2011,4
4214,NonResidential,5Floors,2001to2011,5
4214,NonResidential,6Floors,2001to2011,1
4214,NonResidential,7Floors,2001to2011,0
4214,NonResidential,8Floors,2001to2011,0
4214,NonResidential,9Floors,2001to2011,0
4214,NonResidential,10Floors,2001to2011,0
4214,NonResidential,11to12Floors,2001to2011,0
4214,NonResidential,13PlusFloors,2001to2011,1
4214,NonResidential,Unknown,2001to2011,1
4214,SingleFamily,1Floor,Unknown,24
4214,SingleFamily,2Floors,Unknown,25
4214,SingleFamily,3Floors,Unknown,8
4214,SingleFamily,4Floors,Unknown,0
4214,SingleFamily,5Floors,Unknown,0
4214,SingleFamily,6Floors,Unknown,0
4214,SingleFamily,7Floors,Unknown,0
4214,SingleFamily,8Floors,Unknown,0
4214,SingleFamily,9Floors,Unknown,0
4214,SingleFamily,10Floors,Unknown,0
4214,SingleFamily,11to12Floors,Unknown,0
4214,SingleFamily,13PlusFloors,Unknown,0
4214,SingleFamily,Unknown,Unknown,160
4214,MultiDwelling,1Floor,Unknown,2
4214,MultiDwelling,2Floors,Unknown,2
4214,MultiDwelling,3Floors,Unknown,12
4214,MultiDwelling,4Floors,Unknown,5
4214,MultiDwelling,5Floors,Unknown,3
4214,MultiDwelling,6Floors,Unknown,0
4214,MultiDwelling,7Floors,Unknown,0
4214,MultiDwelling,8Floors,Unknown,2
4214,MultiDwelling,9Floors,Unknown,1
4214,MultiDwelling,10Floors,Unknown,0
4214,MultiDwelling,11to12Floors,Unknown,0
4214,MultiDwelling,13PlusFloors,Unknown,0
4214,MultiDwelling,Unknown,Unknown,60
4214,NonResidential,1Floor,Unknown,0
4214,NonResidential,2Floors,Unknown,0
4214,NonResidential,3Floors,Unknown,2
4214,NonResidential,4Floors,Unknown,0
4214,NonResidential,5Floors,Unknown,0
4214,NonResidential,6Floors,Unknown,0
4214,NonResidential,7Floors,Unknown,0
4214,NonResidential,8Floors,Unknown,0
4214,NonResidential,9Floors,Unknown,0
4214,NonResidential,10Floors,Unknown,0
4214,NonResidential,11to12Floors,Unknown,0
4214,NonResidential,13PlusFloors,Unknown,0
4214,NonResidential,Unknown,Unknown,367
4215,SingleFamily,1Floor,1919andBefore,282
4215,SingleFamily,2Floors,1919andBefore,707
4215,SingleFamily,3Floors,1919andBefore,27
4215,SingleFamily,4Floors,1919andBefore,0
4215,SingleFamily,5Floors,1919andBefore,0
4215,SingleFamily,6Floors,1919andBefore,0
4215,SingleFamily,7Floors,1919andBefore,0
4215,SingleFamily,8Floors,1919andBefore,0
4215,SingleFamily,9Floors,1919andBefore,0
4215,SingleFamily,10Floors,1919andBefore,0
4215,SingleFamily,11to12Floors,1919andBefore,0
4215,SingleFamily,13PlusFloors,1919andBefore,0
4215,SingleFamily,Unknown,1919andBefore,28
4215,MultiDwelling,1Floor,1919andBefore,5
4215,MultiDwelling,2Floors,1919andBefore,83
4215,MultiDwelling,3Floors,1919andBefore,53
4215,MultiDwelling,4Floors,1919andBefore,5
4215,MultiDwelling,5Floors,1919andBefore,1
4215,MultiDwelling,6Floors,1919andBefore,0
4215,MultiDwelling,7Floors,1919andBefore,0
4215,MultiDwelling,8Floors,1919andBefore,0
4215,MultiDwelling,9Floors,1919andBefore,0
4215,MultiDwelling,10Floors,1919andBefore,0
4215,MultiDwelling,11to12Floors,1919andBefore,0
4215,MultiDwelling,13PlusFloors,1919andBefore,0
4215,MultiDwelling,Unknown,1919andBefore,0
4215,NonResidential,1Floor,1919andBefore,7
4215,NonResidential,2Floors,1919andBefore,14
4215,NonResidential,3Floors,1919andBefore,12
4215,NonResidential,4Floors,1919andBefore,3
4215,NonResidential,5Floors,1919andBefore,1
4215,NonResidential,6Floors,1919andBefore,0
4215,NonResidential,7Floors,1919andBefore,0
4215,NonResidential,8Floors,1919andBefore,1
4215,NonResidential,9Floors,1919andBefore,0
4215,NonResidential,10Floors,1919andBefore,0
4215,NonResidential,11to12Floors,1919andBefore,0
4215,NonResidential,13PlusFloors,1919andBefore,0
4215,NonResidential,Unknown,1919andBefore,0
4215,SingleFamily,1Floor,1920to1945,95
4215,SingleFamily,2Floors,1920to1945,455
4215,SingleFamily,3Floors,1920to1945,27
4215,SingleFamily,4Floors,1920to1945,0
4215,SingleFamily,5Floors,1920to1945,0
4215,SingleFamily,6Floors,1920to1945,0
4215,SingleFamily,7Floors,1920to1945,0
4215,SingleFamily,8Floors,1920to1945,0
4215,SingleFamily,9Floors,1920to1945,0
4215,SingleFamily,10Floors,1920to1945,0
4215,SingleFamily,11to12Floors,1920to1945,0
4215,SingleFamily,13PlusFloors,1920to1945,0
4215,SingleFamily,Unknown,1920to1945,18
4215,MultiDwelling,1Floor,1920to1945,3
4215,MultiDwelling,2Floors,1920to1945,29
4215,MultiDwelling,3Floors,1920to1945,24
4215,MultiDwelling,4Floors,1920to1945,8
4215,MultiDwelling,5Floors,1920to1945,1
4215,MultiDwelling,6Floors,1920to1945,0
4215,MultiDwelling,7Floors,1920to1945,0
4215,MultiDwelling,8Floors,1920to1945,0
4215,MultiDwelling,9Floors,1920to1945,0
4215,MultiDwelling,10Floors,1920to1945,0
4215,MultiDwelling,11to12Floors,1920to1945,0
4215,MultiDwelling,13PlusFloors,1920to1945,0
4215,MultiDwelling,Unknown,1920to1945,1
4215,NonResidential,1Floor,1920to1945,0
4215,NonResidential,2Floors,1920to1945,3
4215,NonResidential,3Floors,1920to1945,0
4215,NonResidential,4Floors,1920to1945,0
4215,NonResidential,5Floors,1920to1945,0
4215,NonResidential,6Floors,1920to1945,0
4215,NonResidential,7Floors,1920to1945,0
4215,NonResidential,8Floors,1920to1945,0
4215,NonResidential,9Floors,1920to1945,0
4215,NonResidential,10Floors,1920to1945,0
4215,NonResidential,11to12Floors,1920to1945,0
4215,NonResidential,13PlusFloors,1920to1945,0
4215,NonResidential,Unknown,1920to1945,0
4215,SingleFamily,1Floor,1946to1960,39
4215,SingleFamily,2Floors,1946to1960,27
4215,SingleFamily,3Floors,1946to1960,1
4215,SingleFamily,4Floors,1946to1960,0
4215,SingleFamily,5Floors,1946to1960,0
4215,SingleFamily,6Floors,1946to1960,0
4215,SingleFamily,7Floors,1946to1960,0
4215,SingleFamily,8Floors,1946to1960,0
4215,SingleFamily,9Floors,1946to1960,0
4215,SingleFamily,10Floors,1946to1960,0
4215,SingleFamily,11to12Floors,1946to1960,0
4215,SingleFamily,13PlusFloors,1946to1960,0
4215,SingleFamily,Unknown,1946to1960,4
4215,MultiDwelling,1Floor,1946to1960,0
4215,MultiDwelling,2Floors,1946to1960,7
4215,MultiDwelling,3Floors,1946to1960,14
4215,MultiDwelling,4Floors,1946to1960,0
4215,MultiDwelling,5Floors,1946to1960,0
4215,MultiDwelling,6Floors,1946to1960,0
4215,MultiDwelling,7Floors,1946to1960,0
4215,MultiDwelling,8Floors,1946to1960,0
4215,MultiDwelling,9Floors,1946to1960,0
4215,MultiDwelling,10Floors,1946to1960,0
4215,MultiDwelling,11to12Floors,1946to1960,0
4215,MultiDwelling,13PlusFloors,1946to1960,0
4215,MultiDwelling,Unknown,1946to1960,0
4215,NonResidential,1Floor,1946to1960,0
4215,NonResidential,2Floors,1946to1960,0
4215,NonResidential,3Floors,1946to1960,2
4215,NonResidential,4Floors,1946to1960,0
4215,NonResidential,5Floors,1946to1960,0
4215,NonResidential,6Floors,1946to1960,0
4215,NonResidential,7Floors,1946to1960,0
4215,NonResidential,8Floors,1946to1960,0
4215,NonResidential,9Floors,1946to1960,0
4215,NonResidential,10Floors,1946to1960,0
4215,NonResidential,11to12Floors,1946to1960,0
4215,NonResidential,13PlusFloors,1946to1960,0
4215,NonResidential,Unknown,1946to1960,1
4215,SingleFamily,1Floor,1961to1970,22
4215,SingleFamily,2Floors,1961to1970,48
4215,SingleFamily,3Floors,1961to1970,1
4215,SingleFamily,4Floors,1961to1970,0
4215,SingleFamily,5Floors,1961to1970,0
4215,SingleFamily,6Floors,1961to1970,0
4215,SingleFamily,7Floors,1961to1970,0
4215,SingleFamily,8Floors,1961to1970,0
4215,SingleFamily,9Floors,1961to1970,0
4215,SingleFamily,10Floors,1961to1970,0
4215,SingleFamily,11to12Floors,1961to1970,0
4215,SingleFamily,13PlusFloors,1961to1970,0
4215,SingleFamily,Unknown,1961to1970,1
4215,MultiDwelling,1Floor,1961to1970,0
4215,MultiDwelling,2Floors,1961to1970,4
4215,MultiDwelling,3Floors,1961to1970,13
4215,MultiDwelling,4Floors,1961to1970,36
4215,MultiDwelling,5Floors,1961to1970,4
4215,MultiDwelling,6Floors,1961to1970,0
4215,MultiDwelling,7Floors,1961to1970,0
4215,MultiDwelling,8Floors,1961to1970,0
4215,MultiDwelling,9Floors,1961to1970,0
4215,MultiDwelling,10Floors,1961to1970,0
4215,MultiDwelling,11to12Floors,1961to1970,0
4215,MultiDwelling,13PlusFloors,1961to1970,0
4215,MultiDwelling,Unknown,1961to1970,0
4215,NonResidential,1Floor,1961to1970,0
4215,NonResidential,2Floors,1961to1970,0
4215,NonResidential,3Floors,1961to1970,0
4215,NonResidential,4Floors,1961to1970,1
4215,NonResidential,5Floors,1961to1970,0
4215,NonResidential,6Floors,1961to1970,0
4215,NonResidential,7Floors,1961to1970,1
4215,NonResidential,8Floors,1961to1970,0
4215,NonResidential,9Floors,1961to1970,0
4215,NonResidential,10Floors,1961to1970,0
4215,NonResidential,11to12Floors,1961to1970,0
4215,NonResidential,13PlusFloors,1961to1970,0
4215,NonResidential,Unknown,1961to1970,0
4215,SingleFamily,1Floor,1971to1980,50
4215,SingleFamily,2Floors,1971to1980,170
4215,SingleFamily,3Floors,1971to1980,6
4215,SingleFamily,4Floors,1971to1980,0
4215,SingleFamily,5Floors,1971to1980,0
4215,SingleFamily,6Floors,1971to1980,0
4215,SingleFamily,7Floors,1971to1980,0
4215,SingleFamily,8Floors,1971to1980,0
4215,SingleFamily,9Floors,1971to1980,0
4215,SingleFamily,10Floors,1971to1980,0
4215,SingleFamily,11to12Floors,1971to1980,0
4215,SingleFamily,13PlusFloors,1971to1980,0
4215,SingleFamily,Unknown,1971to1980,8
4215,MultiDwelling,1Floor,1971to1980,0
4215,MultiDwelling,2Floors,1971to1980,1
4215,MultiDwelling,3Floors,1971to1980,6
4215,MultiDwelling,4Floors,1971to1980,39
4215,MultiDwelling,5Floors,1971to1980,2
4215,MultiDwelling,6Floors,1971to1980,0
4215,MultiDwelling,7Floors,1971to1980,2
4215,MultiDwelling,8Floors,1971to1980,28
4215,MultiDwelling,9Floors,1971to1980,0
4215,MultiDwelling,10Floors,1971to1980,0
4215,MultiDwelling,11to12Floors,1971to1980,4
4215,MultiDwelling,13PlusFloors,1971to1980,0
4215,MultiDwelling,Unknown,1971to1980,0
4215,NonResidential,1Floor,1971to1980,0
4215,NonResidential,2Floors,1971to1980,1
4215,NonResidential,3Floors,1971to1980,0
4215,NonResidential,4Floors,1971to1980,0
4215,NonResidential,5Floors,1971to1980,0
4215,NonResidential,6Floors,1971to1980,0
4215,NonResidential,7Floors,1971to1980,0
4215,NonResidential,8Floors,1971to1980,0
4215,NonResidential,9Floors,1971to1980,0
4215,NonResidential,10Floors,1971to1980,0
4215,NonResidential,11to12Floors,1971to1980,0
4215,NonResidential,13PlusFloors,1971to1980,0
4215,NonResidential,Unknown,1971to1980,1
4215,SingleFamily,1Floor,1981to1990,44
4215,SingleFamily,2Floors,1981to1990,232
4215,SingleFamily,3Floors,1981to1990,3
4215,SingleFamily,4Floors,1981to1990,0
4215,SingleFamily,5Floors,1981to1990,0
4215,SingleFamily,6Floors,1981to1990,0
4215,SingleFamily,7Floors,1981to1990,0
4215,SingleFamily,8Floors,1981to1990,0
4215,SingleFamily,9Floors,1981to1990,0
4215,SingleFamily,10Floors,1981to1990,0
4215,SingleFamily,11to12Floors,1981to1990,0
4215,SingleFamily,13PlusFloors,1981to1990,0
4215,SingleFamily,Unknown,1981to1990,1
4215,MultiDwelling,1Floor,1981to1990,0
4215,MultiDwelling,2Floors,1981to1990,2
4215,MultiDwelling,3Floors,1981to1990,3
4215,MultiDwelling,4Floors,1981to1990,4
4215,MultiDwelling,5Floors,1981to1990,0
4215,MultiDwelling,6Floors,1981to1990,4
4215,MultiDwelling,7Floors,1981to1990,1
4215,MultiDwelling,8Floors,1981to1990,29
4215,MultiDwelling,9Floors,1981to1990,0
4215,MultiDwelling,10Floors,1981to1990,0
4215,MultiDwelling,11to12Floors,1981to1990,3
4215,MultiDwelling,13PlusFloors,1981to1990,1
4215,MultiDwelling,Unknown,1981to1990,0
4215,NonResidential,1Floor,1981to1990,0
4215,NonResidential,2Floors,1981to1990,0
4215,NonResidential,3Floors,1981to1990,0
4215,NonResidential,4Floors,1981to1990,1
4215,NonResidential,5Floors,1981to1990,0
4215,NonResidential,6Floors,1981to1990,0
4215,NonResidential,7Floors,1981to1990,0
4215,NonResidential,8Floors,1981to1990,0
4215,NonResidential,9Floors,1981to1990,0
4215,NonResidential,10Floors,1981to1990,0
4215,NonResidential,11to12Floors,1981to1990,0
4215,NonResidential,13PlusFloors,1981to1990,0
4215,NonResidential,Unknown,1981to1990,0
4215,SingleFamily,1Floor,1991to2000,51
4215,SingleFamily,2Floors,1991to2000,222
4215,SingleFamily,3Floors,1991to2000,15
4215,SingleFamily,4Floors,1991to2000,0
4215,SingleFamily,5Floors,1991to2000,0
4215,SingleFamily,6Floors,1991to2000,0
4215,SingleFamily,7Floors,1991to2000,0
4215,SingleFamily,8Floors,1991to2000,0
4215,SingleFamily,9Floors,1991to2000,0
4215,SingleFamily,10Floors,1991to2000,0
4215,SingleFamily,11to12Floors,1991to2000,0
4215,SingleFamily,13PlusFloors,1991to2000,0
4215,SingleFamily,Unknown,1991to2000,7
4215,MultiDwelling,1Floor,1991to2000,0
4215,MultiDwelling,2Floors,1991to2000,12
4215,MultiDwelling,3Floors,1991to2000,10
4215,MultiDwelling,4Floors,1991to2000,1
4215,MultiDwelling,5Floors,1991to2000,0
4215,MultiDwelling,6Floors,1991to2000,0
4215,MultiDwelling,7Floors,1991to2000,0
4215,MultiDwelling,8Floors,1991to2000,0
4215,MultiDwelling,9Floors,1991to2000,0
4215,MultiDwelling,10Floors,1991to2000,0
4215,MultiDwelling,11to12Floors,1991to2000,0
4215,MultiDwelling,13PlusFloors,1991to2000,0
4215,MultiDwelling,Unknown,1991to2000,2
4215,NonResidential,1Floor,1991to2000,1
4215,NonResidential,2Floors,1991to2000,3
4215,NonResidential,3Floors,1991to2000,5
4215,NonResidential,4Floors,1991to2000,1
4215,NonResidential,5Floors,1991to2000,0
4215,NonResidential,6Floors,1991to2000,0
4215,NonResidential,7Floors,1991to2000,0
4215,NonResidential,8Floors,1991to2000,0
4215,NonResidential,9Floors,1991to2000,0
4215,NonResidential,10Floors,1991to2000,0
4215,NonResidential,11to12Floors,1991to2000,0
4215,NonResidential,13PlusFloors,1991to2000,0
4215,NonResidential,Unknown,1991to2000,0
4215,SingleFamily,1Floor,2001to2011,98
4215,SingleFamily,2Floors,2001to2011,184
4215,SingleFamily,3Floors,2001to2011,7
4215,SingleFamily,4Floors,2001to2011,0
4215,SingleFamily,5Floors,2001to2011,0
4215,SingleFamily,6Floors,2001to2011,0
4215,SingleFamily,7Floors,2001to2011,0
4215,SingleFamily,8Floors,2001to2011,0
4215,SingleFamily,9Floors,2001to2011,0
4215,SingleFamily,10Floors,2001to2011,0
4215,SingleFamily,11to12Floors,2001to2011,0
4215,SingleFamily,13PlusFloors,2001to2011,0
4215,SingleFamily,Unknown,2001to2011,13
4215,MultiDwelling,1Floor,2001to2011,2
4215,MultiDwelling,2Floors,2001to2011,2
4215,MultiDwelling,3Floors,2001to2011,9
4215,MultiDwelling,4Floors,2001to2011,6
4215,MultiDwelling,5Floors,2001to2011,0
4215,MultiDwelling,6Floors,2001to2011,1
4215,MultiDwelling,7Floors,2001to2011,0
4215,MultiDwelling,8Floors,2001to2011,0
4215,MultiDwelling,9Floors,2001to2011,0
4215,MultiDwelling,10Floors,2001to2011,0
4215,MultiDwelling,11to12Floors,2001to2011,0
4215,MultiDwelling,13PlusFloors,2001to2011,0
4215,MultiDwelling,Unknown,2001to2011,1
4215,NonResidential,1Floor,2001to2011,2
4215,NonResidential,2Floors,2001to2011,1
4215,NonResidential,3Floors,2001to2011,1
4215,NonResidential,4Floors,2001to2011,1
4215,NonResidential,5Floors,2001to2011,0
4215,NonResidential,6Floors,2001to2011,0
4215,NonResidential,7Floors,2001to2011,0
4215,NonResidential,8Floors,2001to2011,0
4215,NonResidential,9Floors,2001to2011,0
4215,NonResidential,10Floors,2001to2011,0
4215,NonResidential,11to12Floors,2001to2011,0
4215,NonResidential,13PlusFloors,2001to2011,0
4215,NonResidential,Unknown,2001to2011,0
4215,SingleFamily,1Floor,Unknown,3
4215,SingleFamily,2Floors,Unknown,5
4215,SingleFamily,3Floors,Unknown,0
4215,SingleFamily,4Floors,Unknown,0
4215,SingleFamily,5Floors,Unknown,0
4215,SingleFamily,6Floors,Unknown,0
4215,SingleFamily,7Floors,Unknown,0
4215,SingleFamily,8Floors,Unknown,0
4215,SingleFamily,9Floors,Unknown,0
4215,SingleFamily,10Floors,Unknown,0
4215,SingleFamily,11to12Floors,Unknown,0
4215,SingleFamily,13PlusFloors,Unknown,0
4215,SingleFamily,Unknown,Unknown,38
4215,MultiDwelling,1Floor,Unknown,0
4215,MultiDwelling,2Floors,Unknown,0
4215,MultiDwelling,3Floors,Unknown,1
4215,MultiDwelling,4Floors,Unknown,1
4215,MultiDwelling,5Floors,Unknown,0
4215,MultiDwelling,6Floors,Unknown,0
4215,MultiDwelling,7Floors,Unknown,0
4215,MultiDwelling,8Floors,Unknown,0
4215,MultiDwelling,9Floors,Unknown,0
4215,MultiDwelling,10Floors,Unknown,0
4215,MultiDwelling,11to12Floors,Unknown,0
4215,MultiDwelling,13PlusFloors,Unknown,0
4215,MultiDwelling,Unknown,Unknown,5
4215,NonResidential,1Floor,Unknown,0
4215,NonResidential,2Floors,Unknown,1
4215,NonResidential,3Floors,Unknown,0
4215,NonResidential,4Floors,Unknown,0
4215,NonResidential,5Floors,Unknown,0
4215,NonResidential,6Floors,Unknown,0
4215,NonResidential,7Floors,Unknown,0
4215,NonResidential,8Floors,Unknown,0
4215,NonResidential,9Floors,Unknown,0
4215,NonResidential,10Floors,Unknown,0
4215,NonResidential,11to12Floors,Unknown,0
4215,NonResidential,13PlusFloors,Unknown,0
4215,NonResidential,Unknown,Unknown,18
4216,SingleFamily,1Floor,1919andBefore,384
4216,SingleFamily,2Floors,1919andBefore,278
4216,SingleFamily,3Floors,1919andBefore,21
4216,SingleFamily,4Floors,1919andBefore,0
4216,SingleFamily,5Floors,1919andBefore,0
4216,SingleFamily,6Floors,1919andBefore,0
4216,SingleFamily,7Floors,1919andBefore,0
4216,SingleFamily,8Floors,1919andBefore,0
4216,SingleFamily,9Floors,1919andBefore,0
