GeoCode,BuildingType,NumberOfFloors,YearBuilt,BuildingCount
3102,SingleFamily,9Floors,1981to1990,0
3102,SingleFamily,10Floors,1981to1990,0
3102,SingleFamily,11to12Floors,1981to1990,0
3102,SingleFamily,13PlusFloors,1981to1990,0
3102,SingleFamily,Unknown,1981to1990,44
3102,MultiDwelling,1Floor,1981to1990,1
3102,MultiDwelling,2Floors,1981to1990,17
3102,MultiDwelling,3Floors,1981to1990,43
3102,MultiDwelling,4Floors,1981to1990,34
3102,MultiDwelling,5Floors,1981to1990,24
3102,MultiDwelling,6Floors,1981to1990,6
3102,MultiDwelling,7Floors,1981to1990,20
3102,MultiDwelling,8Floors,1981to1990,27
3102,MultiDwelling,9Floors,1981to1990,151
3102,MultiDwelling,10Floors,1981to1990,1
3102,MultiDwelling,11to12Floors,1981to1990,2
3102,MultiDwelling,13PlusFloors,1981to1990,11
3102,MultiDwelling,Unknown,1981to1990,29
3102,NonResidential,1Floor,1981to1990,6
3102,NonResidential,2Floors,1981to1990,9
3102,NonResidential,3Floors,1981to1990,2
3102,NonResidential,4Floors,1981to1990,4
3102,NonResidential,5Floors,1981to1990,2
3102,NonResidential,6Floors,1981to1990,0
3102,NonResidential,7Floors,1981to1990,2
3102,NonResidential,8Floors,1981to1990,2
3102,NonResidential,9Floors,1981to1990,0
3102,NonResidential,10Floors,1981to1990,0
3102,NonResidential,11to12Floors,1981to1990,2
3102,NonResidential,13PlusFloors,1981to1990,0
3102,NonResidential,Unknown,1981to1990,0
3102,SingleFamily,1Floor,1991to2000,924
3102,SingleFamily,2Floors,1991to2000,2114
3102,SingleFamily,3Floors,1991to2000,154
3102,SingleFamily,4Floors,1991to2000,0
3102,SingleFamily,5Floors,1991to2000,0
3102,SingleFamily,6Floors,1991to2000,0
3102,SingleFamily,7Floors,1991to2000,0
3102,SingleFamily,8Floors,1991to2000,0
3102,SingleFamily,9Floors,1991to2000,0
3102,SingleFamily,10Floors,1991to2000,0
3102,SingleFamily,11to12Floors,1991to2000,0
3102,SingleFamily,13PlusFloors,1991to2000,0
3102,SingleFamily,Unknown,1991to2000,62
3102,MultiDwelling,1Floor,1991to2000,3
3102,MultiDwelling,2Floors,1991to2000,45
3102,MultiDwelling,3Floors,1991to2000,64
3102,MultiDwelling,4Floors,1991to2000,46
3102,MultiDwelling,5Floors,1991to2000,24
3102,MultiDwelling,6Floors,1991to2000,6
3102,MultiDwelling,7Floors,1991to2000,15
3102,MultiDwelling,8Floors,1991to2000,3
3102,MultiDwelling,9Floors,1991to2000,27
3102,MultiDwelling,10Floors,1991to2000,2
3102,MultiDwelling,11to12Floors,1991to2000,0
3102,MultiDwelling,13PlusFloors,1991to2000,3
3102,MultiDwelling,Unknown,1991to2000,11
3102,NonResidential,1Floor,1991to2000,6
3102,NonResidential,2Floors,1991to2000,22
3102,NonResidential,3Floors,1991to2000,13
3102,NonResidential,4Floors,1991to2000,9
3102,NonResidential,5Floors,1991to2000,6
3102,NonResidential,6Floors,1991to2000,0
3102,NonResidential,7Floors,1991to2000,1
3102,NonResidential,8Floors,1991to2000,0
3102,NonResidential,9Floors,1991to2000,2
3102,NonResidential,10Floors,1991to2000,0
3102,NonResidential,11to12Floors,1991to2000,0
3102,NonResidential,13PlusFloors,1991to2000,1
3102,NonResidential,Unknown,1991to2000,0
3102,SingleFamily,1Floor,2001to2011,1824
3102,SingleFamily,2Floors,2001to2011,2531
3102,SingleFamily,3Floors,2001to2011,154
3102,SingleFamily,4Floors,2001to2011,1
3102,SingleFamily,5Floors,2001to2011,0
3102,SingleFamily,6Floors,2001to2011,0
3102,SingleFamily,7Floors,2001to2011,0
3102,SingleFamily,8Floors,2001to2011,0
3102,SingleFamily,9Floors,2001to2011,0
3102,SingleFamily,10Floors,2001to2011,0
3102,SingleFamily,11to12Floors,2001to2011,0
3102,SingleFamily,13PlusFloors,2001to2011,0
3102,SingleFamily,Unknown,2001to2011,167
3102,MultiDwelling,1Floor,2001to2011,6
3102,MultiDwelling,2Floors,2001to2011,26
3102,MultiDwelling,3Floors,2001to2011,56
3102,MultiDwelling,4Floors,2001to2011,44
3102,MultiDwelling,5Floors,2001to2011,52
3102,MultiDwelling,6Floors,2001to2011,17
3102,MultiDwelling,7Floors,2001to2011,2
3102,MultiDwelling,8Floors,2001to2011,3
3102,MultiDwelling,9Floors,2001to2011,11
3102,MultiDwelling,10Floors,2001to2011,0
3102,MultiDwelling,11to12Floors,2001to2011,0
3102,MultiDwelling,13PlusFloors,2001to2011,0
3102,MultiDwelling,Unknown,2001to2011,9
3102,NonResidential,1Floor,2001to2011,5
3102,NonResidential,2Floors,2001to2011,12
3102,NonResidential,3Floors,2001to2011,8
3102,NonResidential,4Floors,2001to2011,12
3102,NonResidential,5Floors,2001to2011,2
3102,NonResidential,6Floors,2001to2011,0
3102,NonResidential,7Floors,2001to2011,1
3102,NonResidential,8Floors,2001to2011,0
3102,NonResidential,9Floors,2001to2011,1
3102,NonResidential,10Floors,2001to2011,1
3102,NonResidential,11to12Floors,2001to2011,0
3102,NonResidential,13PlusFloors,2001to2011,3
3102,NonResidential,Unknown,2001to2011,0
3102,SingleFamily,1Floor,Unknown,36
3102,SingleFamily,2Floors,Unknown,32
3102,SingleFamily,3Floors,Unknown,4
3102,SingleFamily,4Floors,Unknown,0
3102,SingleFamily,5Floors,Unknown,0
3102,SingleFamily,6Floors,Unknown,0
3102,SingleFamily,7Floors,Unknown,0
3102,SingleFamily,8Floors,Unknown,0
3102,SingleFamily,9Floors,Unknown,0
3102,SingleFamily,10Floors,Unknown,0
3102,SingleFamily,11to12Floors,Unknown,0
3102,SingleFamily,13PlusFloors,Unknown,0
3102,SingleFamily,Unknown,Unknown,363
3102,MultiDwelling,1Floor,Unknown,0
3102,MultiDwelling,2Floors,Unknown,3
3102,MultiDwelling,3Floors,Unknown,2
3102,MultiDwelling,4Floors,Unknown,2
3102,MultiDwelling,5Floors,Unknown,4
3102,MultiDwelling,6Floors,Unknown,0
3102,MultiDwelling,7Floors,Unknown,0
3102,MultiDwelling,8Floors,Unknown,0
3102,MultiDwelling,9Floors,Unknown,2
3102,MultiDwelling,10Floors,Unknown,0
3102,MultiDwelling,11to12Floors,Unknown,0
3102,MultiDwelling,13PlusFloors,Unknown,0
3102,MultiDwelling,Unknown,Unknown,43
3102,NonResidential,1Floor,Unknown,0
3102,NonResidential,2Floors,Unknown,0
3102,NonResidential,3Floors,Unknown,1
3102,NonResidential,4Floors,Unknown,0
3102,NonResidential,5Floors,Unknown,0
3102,NonResidential,6Floors,Unknown,1
3102,NonResidential,7Floors,Unknown,0
3102,NonResidential,8Floors,Unknown,0
3102,NonResidential,9Floors,Unknown,0
3102,NonResidential,10Floors,Unknown,0
3102,NonResidential,11to12Floors,Unknown,0
3102,NonResidential,13PlusFloors,Unknown,0
3102,NonResidential,Unknown,Unknown,152
3103,SingleFamily,1Floor,1919andBefore,437
3103,SingleFamily,2Floors,1919andBefore,356
3103,SingleFamily,3Floors,1919andBefore,25
3103,SingleFamily,4Floors,1919andBefore,0
3103,SingleFamily,5Floors,1919andBefore,0
3103,SingleFamily,6Floors,1919andBefore,0
3103,SingleFamily,7Floors,1919andBefore,0
3103,SingleFamily,8Floors,1919andBefore,0
3103,SingleFamily,9Floors,1919andBefore,0
3103,SingleFamily,10Floors,1919andBefore,0
3103,SingleFamily,11to12Floors,1919andBefore,0
3103,SingleFamily,13PlusFloors,1919andBefore,0
3103,SingleFamily,Unknown,1919andBefore,25
3103,MultiDwelling,1Floor,1919andBefore,5
3103,MultiDwelling,2Floors,1919andBefore,40
3103,MultiDwelling,3Floors,1919andBefore,18
3103,MultiDwelling,4Floors,1919andBefore,6
3103,MultiDwelling,5Floors,1919andBefore,0
3103,MultiDwelling,6Floors,1919andBefore,1
3103,MultiDwelling,7Floors,1919andBefore,0
3103,MultiDwelling,8Floors,1919andBefore,0
3103,MultiDwelling,9Floors,1919andBefore,0
3103,MultiDwelling,10Floors,1919andBefore,0
3103,MultiDwelling,11to12Floors,1919andBefore,0
3103,MultiDwelling,13PlusFloors,1919andBefore,0
3103,MultiDwelling,Unknown,1919andBefore,1
3103,NonResidential,1Floor,1919andBefore,6
3103,NonResidential,2Floors,1919andBefore,19
3103,NonResidential,3Floors,1919andBefore,3
3103,NonResidential,4Floors,1919andBefore,3
3103,NonResidential,5Floors,1919andBefore,0
3103,NonResidential,6Floors,1919andBefore,0
3103,NonResidential,7Floors,1919andBefore,0
3103,NonResidential,8Floors,1919andBefore,1
3103,NonResidential,9Floors,1919andBefore,0
3103,NonResidential,10Floors,1919andBefore,0
3103,NonResidential,11to12Floors,1919andBefore,0
3103,NonResidential,13PlusFloors,1919andBefore,0
3103,NonResidential,Unknown,1919andBefore,1
3103,SingleFamily,1Floor,1920to1945,307
3103,SingleFamily,2Floors,1920to1945,403
3103,SingleFamily,3Floors,1920to1945,22
3103,SingleFamily,4Floors,1920to1945,0
3103,SingleFamily,5Floors,1920to1945,0
3103,SingleFamily,6Floors,1920to1945,0
3103,SingleFamily,7Floors,1920to1945,0
3103,SingleFamily,8Floors,1920to1945,0
3103,SingleFamily,9Floors,1920to1945,0
3103,SingleFamily,10Floors,1920to1945,0
3103,SingleFamily,11to12Floors,1920to1945,0
3103,SingleFamily,13PlusFloors,1920to1945,0
3103,SingleFamily,Unknown,1920to1945,42
3103,MultiDwelling,1Floor,1920to1945,3
3103,MultiDwelling,2Floors,1920to1945,46
3103,MultiDwelling,3Floors,1920to1945,23
3103,MultiDwelling,4Floors,1920to1945,6
3103,MultiDwelling,5Floors,1920to1945,0
3103,MultiDwelling,6Floors,1920to1945,0
3103,MultiDwelling,7Floors,1920to1945,0
3103,MultiDwelling,8Floors,1920to1945,0
3103,MultiDwelling,9Floors,1920to1945,0
3103,MultiDwelling,10Floors,1920to1945,0
3103,MultiDwelling,11to12Floors,1920to1945,0
3103,MultiDwelling,13PlusFloors,1920to1945,0
3103,MultiDwelling,Unknown,1920to1945,0
3103,NonResidential,1Floor,1920to1945,0
3103,NonResidential,2Floors,1920to1945,5
3103,NonResidential,3Floors,1920to1945,1
3103,NonResidential,4Floors,1920to1945,1
3103,NonResidential,5Floors,1920to1945,0
3103,NonResidential,6Floors,1920to1945,0
3103,NonResidential,7Floors,1920to1945,0
3103,NonResidential,8Floors,1920to1945,0
3103,NonResidential,9Floors,1920to1945,0
3103,NonResidential,10Floors,1920to1945,0
3103,NonResidential,11to12Floors,1920to1945,0
3103,NonResidential,13PlusFloors,1920to1945,0
3103,NonResidential,Unknown,1920to1945,0
3103,SingleFamily,1Floor,1946to1960,162
3103,SingleFamily,2Floors,1946to1960,209
3103,SingleFamily,3Floors,1946to1960,2
3103,SingleFamily,4Floors,1946to1960,0
3103,SingleFamily,5Floors,1946to1960,0
3103,SingleFamily,6Floors,1946to1960,0
3103,SingleFamily,7Floors,1946to1960,0
3103,SingleFamily,8Floors,1946to1960,0
3103,SingleFamily,9Floors,1946to1960,0
3103,SingleFamily,10Floors,1946to1960,0
3103,SingleFamily,11to12Floors,1946to1960,0
3103,SingleFamily,13PlusFloors,1946to1960,0
3103,SingleFamily,Unknown,1946to1960,13
3103,MultiDwelling,1Floor,1946to1960,2
3103,MultiDwelling,2Floors,1946to1960,99
3103,MultiDwelling,3Floors,1946to1960,46
3103,MultiDwelling,4Floors,1946to1960,15
3103,MultiDwelling,5Floors,1946to1960,3
3103,MultiDwelling,6Floors,1946to1960,0
3103,MultiDwelling,7Floors,1946to1960,0
3103,MultiDwelling,8Floors,1946to1960,0
3103,MultiDwelling,9Floors,1946to1960,0
3103,MultiDwelling,10Floors,1946to1960,0
3103,MultiDwelling,11to12Floors,1946to1960,0
3103,MultiDwelling,13PlusFloors,1946to1960,0
3103,MultiDwelling,Unknown,1946to1960,3
3103,NonResidential,1Floor,1946to1960,2
3103,NonResidential,2Floors,1946to1960,7
3103,NonResidential,3Floors,1946to1960,1
3103,NonResidential,4Floors,1946to1960,0
3103,NonResidential,5Floors,1946to1960,0
3103,NonResidential,6Floors,1946to1960,0
3103,NonResidential,7Floors,1946to1960,0
3103,NonResidential,8Floors,1946to1960,0
3103,NonResidential,9Floors,1946to1960,0
3103,NonResidential,10Floors,1946to1960,1
3103,NonResidential,11to12Floors,1946to1960,0
3103,NonResidential,13PlusFloors,1946to1960,0
3103,NonResidential,Unknown,1946to1960,0
3103,SingleFamily,1Floor,1961to1970,163
3103,SingleFamily,2Floors,1961to1970,217
3103,SingleFamily,3Floors,1961to1970,1
3103,SingleFamily,4Floors,1961to1970,0
3103,SingleFamily,5Floors,1961to1970,0
3103,SingleFamily,6Floors,1961to1970,0
3103,SingleFamily,7Floors,1961to1970,0
3103,SingleFamily,8Floors,1961to1970,0
3103,SingleFamily,9Floors,1961to1970,0
3103,SingleFamily,10Floors,1961to1970,0
3103,SingleFamily,11to12Floors,1961to1970,0
3103,SingleFamily,13PlusFloors,1961to1970,0
3103,SingleFamily,Unknown,1961to1970,13
3103,MultiDwelling,1Floor,1961to1970,2
3103,MultiDwelling,2Floors,1961to1970,20
3103,MultiDwelling,3Floors,1961to1970,60
3103,MultiDwelling,4Floors,1961to1970,32
3103,MultiDwelling,5Floors,1961to1970,42
3103,MultiDwelling,6Floors,1961to1970,2
3103,MultiDwelling,7Floors,1961to1970,3
3103,MultiDwelling,8Floors,1961to1970,3
3103,MultiDwelling,9Floors,1961to1970,6
3103,MultiDwelling,10Floors,1961to1970,0
3103,MultiDwelling,11to12Floors,1961to1970,0
3103,MultiDwelling,13PlusFloors,1961to1970,0
3103,MultiDwelling,Unknown,1961to1970,3
3103,NonResidential,1Floor,1961to1970,0
3103,NonResidential,2Floors,1961to1970,1
3103,NonResidential,3Floors,1961to1970,1
3103,NonResidential,4Floors,1961to1970,1
3103,NonResidential,5Floors,1961to1970,0
3103,NonResidential,6Floors,1961to1970,0
3103,NonResidential,7Floors,1961to1970,0
3103,NonResidential,8Floors,1961to1970,0
3103,NonResidential,9Floors,1961to1970,0
3103,NonResidential,10Floors,1961to1970,0
3103,NonResidential,11to12Floors,1961to1970,0
3103,NonResidential,13PlusFloors,1961to1970,0
3103,NonResidential,Unknown,1961to1970,0
3103,SingleFamily,1Floor,1971to1980,261
3103,SingleFamily,2Floors,1971to1980,697
3103,SingleFamily,3Floors,1971to1980,71
3103,SingleFamily,4Floors,1971to1980,0
3103,SingleFamily,5Floors,1971to1980,0
3103,SingleFamily,6Floors,1971to1980,0
3103,SingleFamily,7Floors,1971to1980,0
3103,SingleFamily,8Floors,1971to1980,0
3103,SingleFamily,9Floors,1971to1980,0
3103,SingleFamily,10Floors,1971to1980,0
3103,SingleFamily,11to12Floors,1971to1980,0
3103,SingleFamily,13PlusFloors,1971to1980,0
3103,SingleFamily,Unknown,1971to1980,20
3103,MultiDwelling,1Floor,1971to1980,3
3103,MultiDwelling,2Floors,1971to1980,18
3103,MultiDwelling,3Floors,1971to1980,48
3103,MultiDwelling,4Floors,1971to1980,38
3103,MultiDwelling,5Floors,1971to1980,39
3103,MultiDwelling,6Floors,1971to1980,18
3103,MultiDwelling,7Floors,1971to1980,10
3103,MultiDwelling,8Floors,1971to1980,10
3103,MultiDwelling,9Floors,1971to1980,0
3103,MultiDwelling,10Floors,1971to1980,0
3103,MultiDwelling,11to12Floors,1971to1980,0
3103,MultiDwelling,13PlusFloors,1971to1980,0
3103,MultiDwelling,Unknown,1971to1980,7
3103,NonResidential,1Floor,1971to1980,4
3103,NonResidential,2Floors,1971to1980,7
3103,NonResidential,3Floors,1971to1980,1
3103,NonResidential,4Floors,1971to1980,3
3103,NonResidential,5Floors,1971to1980,2
3103,NonResidential,6Floors,1971to1980,0
3103,NonResidential,7Floors,1971to1980,0
3103,NonResidential,8Floors,1971to1980,0
3103,NonResidential,9Floors,1971to1980,0
3103,NonResidential,10Floors,1971to1980,0
3103,NonResidential,11to12Floors,1971to1980,0
3103,NonResidential,13PlusFloors,1971to1980,0
3103,NonResidential,Unknown,1971to1980,0
3103,SingleFamily,1Floor,1981to1990,164
3103,SingleFamily,2Floors,1981to1990,514
3103,SingleFamily,3Floors,1981to1990,50
3103,SingleFamily,4Floors,1981to1990,0
3103,SingleFamily,5Floors,1981to1990,0
3103,SingleFamily,6Floors,1981to1990,0
3103,SingleFamily,7Floors,1981to1990,0
3103,SingleFamily,8Floors,1981to1990,0
3103,SingleFamily,9Floors,1981to1990,0
3103,SingleFamily,10Floors,1981to1990,0
3103,SingleFamily,11to12Floors,1981to1990,0
3103,SingleFamily,13PlusFloors,1981to1990,0
3103,SingleFamily,Unknown,1981to1990,13
3103,MultiDwelling,1Floor,1981to1990,0
3103,MultiDwelling,2Floors,1981to1990,19
3103,MultiDwelling,3Floors,1981to1990,49
3103,MultiDwelling,4Floors,1981to1990,26
3103,MultiDwelling,5Floors,1981to1990,6
3103,MultiDwelling,6Floors,1981to1990,8
3103,MultiDwelling,7Floors,1981to1990,14
3103,MultiDwelling,8Floors,1981to1990,1
3103,MultiDwelling,9Floors,1981to1990,5
3103,MultiDwelling,10Floors,1981to1990,0
3103,MultiDwelling,11to12Floors,1981to1990,0
3103,MultiDwelling,13PlusFloors,1981to1990,0
3103,MultiDwelling,Unknown,1981to1990,3
3103,NonResidential,1Floor,1981to1990,3
3103,NonResidential,2Floors,1981to1990,4
3103,NonResidential,3Floors,1981to1990,4
3103,NonResidential,4Floors,1981to1990,2
3103,NonResidential,5Floors,1981to1990,0
3103,NonResidential,6Floors,1981to1990,0
3103,NonResidential,7Floors,1981to1990,0
3103,NonResidential,8Floors,1981to1990,0
3103,NonResidential,9Floors,1981to1990,0
3103,NonResidential,10Floors,1981to1990,0
3103,NonResidential,11to12Floors,1981to1990,0
3103,NonResidential,13PlusFloors,1981to1990,0
3103,NonResidential,Unknown,1981to1990,0
3103,SingleFamily,1Floor,1991to2000,236
3103,SingleFamily,2Floors,1991to2000,570
3103,SingleFamily,3Floors,1991to2000,74
3103,SingleFamily,4Floors,1991to2000,0
3103,SingleFamily,5Floors,1991to2000,0
3103,SingleFamily,6Floors,1991to2000,0
3103,SingleFamily,7Floors,1991to2000,0
3103,SingleFamily,8Floors,1991to2000,0
3103,SingleFamily,9Floors,1991to2000,0
3103,SingleFamily,10Floors,1991to2000,0
3103,SingleFamily,11to12Floors,1991to2000,0
3103,SingleFamily,13PlusFloors,1991to2000,0
3103,SingleFamily,Unknown,1991to2000,25
3103,MultiDwelling,1Floor,1991to2000,2
3103,MultiDwelling,2Floors,1991to2000,19
3103,MultiDwelling,3Floors,1991to2000,34
3103,MultiDwelling,4Floors,1991to2000,19
3103,MultiDwelling,5Floors,1991to2000,16
3103,MultiDwelling,6Floors,1991to2000,2
3103,MultiDwelling,7Floors,1991to2000,2
3103,MultiDwelling,8Floors,1991to2000,0
3103,MultiDwelling,9Floors,1991to2000,0
3103,MultiDwelling,10Floors,1991to2000,1
3103,MultiDwelling,11to12Floors,1991to2000,0
3103,MultiDwelling,13PlusFloors,1991to2000,0
3103,MultiDwelling,Unknown,1991to2000,2
3103,NonResidential,1Floor,1991to2000,2
3103,NonResidential,2Floors,1991to2000,8
3103,NonResidential,3Floors,1991to2000,9
3103,NonResidential,4Floors,1991to2000,2
3103,NonResidential,5Floors,1991to2000,0
3103,NonResidential,6Floors,1991to2000,0
3103,NonResidential,7Floors,1991to2000,0
3103,NonResidential,8Floors,1991to2000,0
3103,NonResidential,9Floors,1991to2000,0
3103,NonResidential,10Floors,1991to2000,0
3103,NonResidential,11to12Floors,1991to2000,0
3103,NonResidential,13PlusFloors,1991to2000,0
3103,NonResidential,Unknown,1991to2000,1
3103,SingleFamily,1Floor,2001to2011,371
3103,SingleFamily,2Floors,2001to2011,564
3103,SingleFamily,3Floors,2001to2011,31
3103,SingleFamily,4Floors,2001to2011,0
3103,SingleFamily,5Floors,2001to2011,0
3103,SingleFamily,6Floors,2001to2011,0
3103,SingleFamily,7Floors,2001to2011,0
3103,SingleFamily,8Floors,2001to2011,0
3103,SingleFamily,9Floors,2001to2011,0
3103,SingleFamily,10Floors,2001to2011,0
3103,SingleFamily,11to12Floors,2001to2011,0
3103,SingleFamily,13PlusFloors,2001to2011,0
3103,SingleFamily,Unknown,2001to2011,33
3103,MultiDwelling,1Floor,2001to2011,13
3103,MultiDwelling,2Floors,2001to2011,52
3103,MultiDwelling,3Floors,2001to2011,19
3103,MultiDwelling,4Floors,2001to2011,14
3103,MultiDwelling,5Floors,2001to2011,3
3103,MultiDwelling,6Floors,2001to2011,0
3103,MultiDwelling,7Floors,2001to2011,0
3103,MultiDwelling,8Floors,2001to2011,1
3103,MultiDwelling,9Floors,2001to2011,3
3103,MultiDwelling,10Floors,2001to2011,0
3103,MultiDwelling,11to12Floors,2001to2011,0
3103,MultiDwelling,13PlusFloors,2001to2011,0
3103,MultiDwelling,Unknown,2001to2011,5
3103,NonResidential,1Floor,2001to2011,4
3103,NonResidential,2Floors,2001to2011,8
3103,NonResidential,3Floors,2001to2011,11
3103,NonResidential,4Floors,2001to2011,1
3103,NonResidential,5Floors,2001to2011,0
3103,NonResidential,6Floors,2001to2011,0
3103,NonResidential,7Floors,2001to2011,1
3103,NonResidential,8Floors,2001to2011,0
3103,NonResidential,9Floors,2001to2011,0
3103,NonResidential,10Floors,2001to2011,0
3103,NonResidential,11to12Floors,2001to2011,0
3103,NonResidential,13PlusFloors,2001to2011,1
3103,NonResidential,Unknown,2001to2011,0
3103,SingleFamily,1Floor,Unknown,9
3103,SingleFamily,2Floors,Unknown,10
3103,SingleFamily,3Floors,Unknown,0
3103,SingleFamily,4Floors,Unknown,0
3103,SingleFamily,5Floors,Unknown,0
3103,SingleFamily,6Floors,Unknown,0
3103,SingleFamily,7Floors,Unknown,0
3103,SingleFamily,8Floors,Unknown,0
3103,SingleFamily,9Floors,Unknown,0
3103,SingleFamily,10Floors,Unknown,0
3103,SingleFamily,11to12Floors,Unknown,0
3103,SingleFamily,13PlusFloors,Unknown,0
3103,SingleFamily,Unknown,Unknown,147
3103,MultiDwelling,1Floor,Unknown,1
3103,MultiDwelling,2Floors,Unknown,0
3103,MultiDwelling,3Floors,Unknown,1
3103,MultiDwelling,4Floors,Unknown,0
3103,MultiDwelling,5Floors,Unknown,0
3103,MultiDwelling,6Floors,Unknown,0
3103,MultiDwelling,7Floors,Unknown,0
3103,MultiDwelling,8Floors,Unknown,0
3103,MultiDwelling,9Floors,Unknown,0
3103,MultiDwelling,10Floors,Unknown,0
3103,MultiDwelling,11to12Floors,Unknown,0
3103,MultiDwelling,13PlusFloors,Unknown,0
3103,MultiDwelling,Unknown,Unknown,12
3103,NonResidential,1Floor,Unknown,0
3103,NonResidential,2Floors,Unknown,0
3103,NonResidential,3Floors,Unknown,0
3103,NonResidential,4Floors,Unknown,1
3103,NonResidential,5Floors,Unknown,0
3103,NonResidential,6Floors,Unknown,0
3103,NonResidential,7Floors,Unknown,0
3103,NonResidential,8Floors,Unknown,0
3103,NonResidential,9Floors,Unknown,0
3103,NonResidential,10Floors,Unknown,0
3103,NonResidential,11to12Floors,Unknown,0
3103,NonResidential,13PlusFloors,Unknown,0
3103,NonResidential,Unknown,Unknown,79
3104,SingleFamily,1Floor,1919andBefore,645
3104,SingleFamily,2Floors,1919andBefore,122
3104,SingleFamily,3Floors,1919andBefore,2
3104,SingleFamily,4Floors,1919andBefore,0
3104,SingleFamily,5Floors,1919andBefore,0
3104,SingleFamily,6Floors,1919andBefore,0
3104,SingleFamily,7Floors,1919andBefore,0
3104,SingleFamily,8Floors,1919andBefore,0
3104,SingleFamily,9Floors,1919andBefore,0
3104,SingleFamily,10Floors,1919andBefore,0
3104,SingleFamily,11to12Floors,1919andBefore,0
3104,SingleFamily,13PlusFloors,1919andBefore,0
3104,SingleFamily,Unknown,1919andBefore,29
3104,MultiDwelling,1Floor,1919andBefore,1
3104,MultiDwelling,2Floors,1919andBefore,14
3104,MultiDwelling,3Floors,1919andBefore,4
3104,MultiDwelling,4Floors,1919andBefore,0
3104,MultiDwelling,5Floors,1919andBefore,0
3104,MultiDwelling,6Floors,1919andBefore,0
3104,MultiDwelling,7Floors,1919andBefore,0
3104,MultiDwelling,8Floors,1919andBefore,0
3104,MultiDwelling,9Floors,1919andBefore,0
3104,MultiDwelling,10Floors,1919andBefore,0
3104,MultiDwelling,11to12Floors,1919andBefore,0
3104,MultiDwelling,13PlusFloors,1919andBefore,0
3104,MultiDwelling,Unknown,1919andBefore,0
3104,NonResidential,1Floor,1919andBefore,4
3104,NonResidential,2Floors,1919andBefore,6
3104,NonResidential,3Floors,1919andBefore,0
3104,NonResidential,4Floors,1919andBefore,1
3104,NonResidential,5Floors,1919andBefore,0
3104,NonResidential,6Floors,1919andBefore,0
3104,NonResidential,7Floors,1919andBefore,0
3104,NonResidential,8Floors,1919andBefore,0
3104,NonResidential,9Floors,1919andBefore,0
3104,NonResidential,10Floors,1919andBefore,0
3104,NonResidential,11to12Floors,1919andBefore,0
3104,NonResidential,13PlusFloors,1919andBefore,0
3104,NonResidential,Unknown,1919andBefore,0
3104,SingleFamily,1Floor,1920to1945,362
3104,SingleFamily,2Floors,1920to1945,156
3104,SingleFamily,3Floors,1920to1945,1
3104,SingleFamily,4Floors,1920to1945,0
3104,SingleFamily,5Floors,1920to1945,0
3104,SingleFamily,6Floors,1920to1945,0
3104,SingleFamily,7Floors,1920to1945,0
3104,SingleFamily,8Floors,1920to1945,0
3104,SingleFamily,9Floors,1920to1945,0
3104,SingleFamily,10Floors,1920to1945,0
3104,SingleFamily,11to12Floors,1920to1945,0
3104,SingleFamily,13PlusFloors,1920to1945,0
3104,SingleFamily,Unknown,1920to1945,14
3104,MultiDwelling,1Floor,1920to1945,1
3104,MultiDwelling,2Floors,1920to1945,9
3104,MultiDwelling,3Floors,1920to1945,0
3104,MultiDwelling,4Floors,1920to1945,0
3104,MultiDwelling,5Floors,1920to1945,0
3104,MultiDwelling,6Floors,1920to1945,0
3104,MultiDwelling,7Floors,1920to1945,0
3104,MultiDwelling,8Floors,1920to1945,0
3104,MultiDwelling,9Floors,1920to1945,0
3104,MultiDwelling,10Floors,1920to1945,0
3104,MultiDwelling,11to12Floors,1920to1945,0
3104,MultiDwelling,13PlusFloors,1920to1945,0
3104,MultiDwelling,Unknown,1920to1945,0
3104,NonResidential,1Floor,1920to1945,1
3104,NonResidential,2Floors,1920to1945,2
3104,NonResidential,3Floors,1920to1945,3
3104,NonResidential,4Floors,1920to1945,0
3104,NonResidential,5Floors,1920to1945,0
3104,NonResidential,6Floors,1920to1945,0
3104,NonResidential,7Floors,1920to1945,0
3104,NonResidential,8Floors,1920to1945,0
3104,NonResidential,9Floors,1920to1945,0
3104,NonResidential,10Floors,1920to1945,0
3104,NonResidential,11to12Floors,1920to1945,0
3104,NonResidential,13PlusFloors,1920to1945,0
3104,NonResidential,Unknown,1920to1945,0
3104,SingleFamily,1Floor,1946to1960,125
3104,SingleFamily,2Floors,1946to1960,86
3104,SingleFamily,3Floors,1946to1960,2
3104,SingleFamily,4Floors,1946to1960,0
3104,SingleFamily,5Floors,1946to1960,0
3104,SingleFamily,6Floors,1946to1960,0
3104,SingleFamily,7Floors,1946to1960,0
3104,SingleFamily,8Floors,1946to1960,0
3104,SingleFamily,9Floors,1946to1960,0
3104,SingleFamily,10Floors,1946to1960,0
3104,SingleFamily,11to12Floors,1946to1960,0
3104,SingleFamily,13PlusFloors,1946to1960,0
3104,SingleFamily,Unknown,1946to1960,4
3104,MultiDwelling,1Floor,1946to1960,0
3104,MultiDwelling,2Floors,1946to1960,14
3104,MultiDwelling,3Floors,1946to1960,8
3104,MultiDwelling,4Floors,1946to1960,2
3104,MultiDwelling,5Floors,1946to1960,0
3104,MultiDwelling,6Floors,1946to1960,0
