AREA,ReturnPeriod,AGG_RES_GU,AGG_RES_BLDG_GU,AGG_RES_CONT_GU,AGG_COM_GU,AGG_Com_Bldg_GU,AGG_Com_Cont_GU,AGG_IND_GU,AGG_Ind_Bldg_GU,AGG_Ind_Cont_GU,AGG_COMTOTAL_GU,AGG_AGR_GU,AGG_AUTO_GU,AGG_TOTAL_GU,AGG_RES_GR,AGG_RES_BLDG_GR,AGG_RES_CONT_GR,AGG_COM_GR,AGG_IND_GR,AGG_COMTOTAL_GR,AGG_AGR_GR,AGG_AUTO_GR,AGG_TOTAL_GR,AGG_RES_INS,AGG_RES_BLDG_INS,AGG_RES_CONT_INS,AGG_COM_INS,AGG_IND_INS,AGG_COMTOTAL_INS,AGG_AGR_INS,AGG_AUTO_INS,AGG_TOTAL_INS
CZE_50,0,3853098.352,2437881.227,1415217.125,3340659.554,1880136.843,1241380.427,2227281.421,820471.461,1001182.127,5567940.975,672830.1284,68820.96758,10162690.42,3819185.26,2425903.779,1393281.481,3055648.372,2076510.675,5132159.047,669263.3214,45874.94289,9666482.571,541424.9356,337384.5273,204040.4083,1323289.083,842384.9475,2165674.03,271450.7053,20422.11095,2998971.782
CZE_50,2,1138964.03,730576.4629,405512.1375,1047421.312,598900.0308,382782.7969,783846.668,286624.9102,335976.1688,1829307.404,58319.32122,44942.96907,3103567.418,1118068.565,725214.5122,393148.2263,909657.672,697149.6793,1608005.22,57064.82475,28065.20034,2845141.441,0,0,0,0,0,0,0,0,0
CZE_50,5,4447193.288,2831133.05,1624456.075,3813305.16,2179115.189,1396954.928,2647470.784,973694.9639,1155157.207,6527649.955,737698.3602,116856.2773,12054407.2,4402284.709,2815356.151,1587529.724,3422770.025,2349738.046,5857319.602,732391.4485,76167.69639,11282867.86,536195.6006,343129.6998,192440.9581,1273153.551,970408.7631,2238875.051,93075.95549,38293.69681,2967373.449
CZE_50,10,9544799.214,6033279.511,3534153.849,7790587.018,4461140.811,2866106.814,6137076.149,2319735.665,2706594.868,13904631.32,2254795.441,170007.2496,25849142.54,9481844.653,6000100.766,3480797.019,7161631.937,5820222.15,12853359.72,2245610.828,114290.4944,24629192.26,1149427.91,736276.2554,417900.72,3053215.292,2087639.409,5177930.204,552484.3361,70556.46932,7065314.159
CZE_50,20,16257348.99,10266176.89,5997246.366,13593789.82,7708157.65,4920939.348,9857297.61,3679251.939,4383715.407,23460243.74,3954206.484,226859.8845,43329021.26,16135160.71,10234246.58,5950555.94,12496341.18,9338123.161,21859822.57,3939822.075,155066.6321,41600069.31,2525232.977,1604236.668,927451.3051,6636019.271,4587153.575,11129097.01,1857044.985,100334.5522,15159258.31
CZE_50,40,23500228.45,14722449.53,8802658.221,19769378.92,11160369.23,7367640.816,13564264.75,5002921.292,6101767.467,33168453.01,5501764.599,277634.1791,62040272.53,23398156.27,14679021.51,8684882.686,18137675.53,12873152.33,30904612.36,5484697.749,194993.3803,59935044.3,3915035.961,2473042.885,1436622.089,10927894.16,7140527.604,18092702.46,3240838.001,129731.2382,25159394.74
CZE_50,50,26464184.55,16594863.25,10018918.2,22227733.7,12524722.42,8269386.231,14983703.2,5622880.159,6911624.871,37403543.04,6105286.279,296951.7062,70866801.39,26350109.53,16538683.92,9924087.586,20695633.23,14324484.01,34921468.47,6088627.76,210881.9986,68115361.91,4243040.057,2645274.058,1568906.879,11925063.39,7797600.249,19742498.14,3659650.934,141527.6625,27230641.55
CZE_50,100,41492719.23,25950869.66,15541849.57,36978992.84,20323064.47,14650542.53,21486742.53,7757001.066,10539450.76,58744483.29,7747433.063,361776.4616,109845990,41289013.51,25861792.15,15427221.36,35195279.86,20917121.71,55703242.16,7718955.622,259353.3084,106688115.8,6348350.267,3753987.766,2398107.06,17343548.16,11293107.64,28387369.67,4706463.569,175425.656,39567489.7
CZE_50,250,83698493.3,53667757.06,30030736.24,72915432.51,40323129.86,28925991.74,35331721.1,12181659.18,17462946.03,106526739.7,10009457.4,447401.8092,200240198.8,83020465.18,53400677.21,29619787.96,69858098.14,34697341.85,101857439.3,9980693.952,315591.6517,195554454.7,14725042.7,8778746.127,5946296.574,34788955.96,16646172.31,48950351.72,6627467.664,215943.2788,74264360.57
CZE_50,500,105400612,67033564.69,37522739.13,95728184.85,52342538.38,37166549.74,44231726.94,15655549.58,21653833.8,140670813,11735705.51,517623.7795,254723583.4,105046309.5,66702423.61,37019910.86,92046472.22,42953344.94,135821608.2,11701291.95,382553.9256,248286184.5,32210857.35,19251917.51,12771918.77,52790349.63,24155953.89,75541339.62,8303630.179,262924.7258,111788159.2
CZE_50,1000,115791695,74458765.39,42888331.41,125236071.5,68538236.95,48176187.03,51440007.16,18237579.09,25035597.28,172459744.1,13513641.8,604178.9726,300194664.9,115400489.9,74284784.21,42665412.2,117213605.2,50122576.43,164744458.9,13477687.26,445203.3623,290417839,43975779,28106448.04,15964215.75,82715663.89,33845551.79,116339681.4,9226079.291,311642.3517,164840893
CZE_50,2500,143306212.3,92476076.27,50830136,133787090.8,73208094.95,52553180.83,54221713.02,19515149.78,26961177.18,187476247.8,16687517.46,686750.7209,332988051,142845177.3,92271038.68,50574138.66,126110104.2,52281032.48,178391136.7,16644504.5,523769.3852,325915577.5,52983482.59,31347843.61,21635638.98,91029690.22,36015305.11,127044995.3,12108026.75,366638.5679,190337328.8
CZE_50,5000,148014819.5,94759396.79,52399118.82,166007713.7,93246757.57,58374358.36,68803377.45,24957418.56,32150361.41,235819740.3,17366081.62,726867.107,392555002.2,147525918.4,94290279.22,52130968.73,155650133.5,66657492.39,223232636.9,17323550.31,557075.4321,379322195.2,59202341.99,37106814.15,22202667.22,109345922.4,45675777.13,155393807.3,12602683.82,389952.8057,226631752.7
CZE_50,10000,153598593,101199474.2,54468547.19,167016362.8,93899274.33,62394490.81,72825667.18,26537410.74,33164879.37,238833380.9,18253006.4,792562.8202,411477543.1,153106153.2,100975184.5,54191776.75,156575144.5,70166662.28,225816795.8,18212527.79,611705.3245,397747182.1,60462146.1,38259478.88,22860499.98,112155243.2,46047884.93,157831020.3,13083837.29,428193.7269,229367984.4
CZE_51,0,4926527.416,3176066.417,1750460.999,4882678.246,2818089.794,1712374.698,5199555.012,1956161.758,2300116.896,10082233.26,344788.8992,45176.59424,15398726.17,4894087.868,3163677.889,1730409.979,4516495.544,5003279.031,9519774.575,342382.0081,30445.20746,14786689.66,628750.9582,393236.778,235514.1802,1623964.984,1775772.278,3399737.262,145397.7065,12926.35793,4186812.285
CZE_51,2,754482.0051,479240.6797,277109.9959,653112.1907,375060.1407,236289.9065,533999.8737,193229.4931,229247.1416,1341155.78,47293.33366,24699.92739,2169517.58,744391.7738,475749.4966,268619.2024,571813.2094,476707.3427,1200940.727,46226.71814,15986.32004,1998821.655,0,0,0,0,0,0,0,0,0
CZE_51,5,5860325.943,3745058.254,2122890.284,5677318.915,3296092.521,1973692.738,4102990.802,1480453.097,1901109.996,9997433.854,339227.6524,76456.88174,16594954.14,5820423.693,3732035.474,2099901.01,5213707.533,3886098.835,9294846.455,332898.1995,50799.547,15878731.86,295088.3086,187498.9324,108246.8761,761846.7385,1034773.819,1788293.059,67266.1763,21194.03496,2187249.728
CZE_51,10,16415826.24,10529512.77,5792399.17,16417089.18,9459960.305,5743767.276,18802146.85,7054162.266,8548745.424,35196706.62,1039087.857,119062.1058,52290449.6,16306799.16,10491850.82,5729485.46,15311913.79,18158271.47,33428168.94,1030934.573,80797.31593,50331964.27,1119436.498,712469.846,408264.9408,3677032.281,3047440.753,6901269.139,287354.2889,43616.15827,8539315.344
CZE_51,20,26815479.62,17433134.98,9498551.458,27155179.75,15669522.72,9466209.835,32935295.44,12583230.93,14316154.78,58987557.52,1897829.491,160863.1253,87271323.66,26714565.12,17357186.71,9400999.998,25301351.64,32019217.02,55965459.31,1886086.513,112949.4917,84023265,4138869.478,2591482.431,1577389.32,10924371.96,11819738.34,22549554.1,956803.6853,68405.95179,27623724.34
CZE_51,40,38055667.17,24496568.33,13347456.17,38625509.74,22265020.49,13453464.84,43874224.83,16702845.82,19263764.3,82255559.72,2654533.858,201645.8021,122943835,37888155.12,24401875.51,13204619.94,35750250.71,42370860.35,78529977.72,2646500.487,142396.1015,118831045,7567170.684,4704382.431,2861477.407,17856098.32,21613369.74,38175498.97,1603781.492,91313.96998,47370929.94
CZE_51,50,40477349.21,26237408.09,14304918.78,41848996.56,24037552.77,14515330.07,48453857.99,18292500.92,21345825.2,88606241.17,2947831.121,214052.7676,132854044.3,40176781.78,26117591.05,14144630.34,39076738.73,47305599.2,84205798.79,2938475.016,150372.7518,128409554.6,8431659.594,5238393.48,3186798.039,19664629.76,24000064.97,43312858.02,1792902.407,98778.267,53292364.57
CZE_51,100,49753187.25,32082415.86,17689479.33,50562081.95,29042650.74,17664511.65,58940584.57,22372563.39,25928558.91,107780325.1,3839977.216,252704.5718,159394994.9,49444910.58,31989305.17,17479142.96,47194151.97,57148469.16,102644863.9,3830108.416,176386.0318,153690926,11156847.61,7022150.485,4172090.429,27343064.18,31270198.49,57843857.91,2606018.413,120477.6475,71220413.2
CZE_51,250,62889284.85,40549253.37,21927310.18,63672645.37,37131039.09,21939182.93,76158054.57,29162095.62,33090233.86,137889321.4,5214002.821,302347.223,204765945.7,62607706.76,40374073.31,21766695.5,59016805.29,73393588.92,132938970.6,5194140.514,230057.7229,198360065.4,14532853.89,9327173.383,5504451.149,37482724.52,41423713.59,78632864.71,3598024.785,156855.7247,97209224.89
CZE_51,500,75696681.44,49140564.62,26756550.06,74357410.65,43425251.64,25976666.25,85313447.72,32540765.16,37289391.93,159066176.9,6122061.527,371552.7295,241250742.1,75463140.79,49038595.5,26627113.31,68243663.06,81710167.58,149754753.5,6099874.116,263721.3227,231519435.8,17544505.97,10933337.67,6611168.3,44658553.23,49949767.65,94608320.89,4312616.269,184604.9268,116634101.2
CZE_51,1000,88736365.93,56514437.37,30981504.8,87529678.6,49987486.48,31321409.61,96165303.89,36649393.27,41975435.17,176329764.1,6777989.931,412618.1232,272978002.1,88301373.32,56391384.14,30834860.15,80549328.18,92366184.9,165986857.2,6755451.505,317235.8726,262648715,20303864.65,12659776.79,7644087.855,49987150.44,55680208.66,107294983.4,4907373.176,222065.1104,131976954.3
CZE_51,2500,96738756.3,62698387.75,34040368.55,96951736.1,55729919.52,34080910.3,126988017.2,48420459.51,56133319.67,223525920.3,8364931.433,459450.1819,321488106.2,96450160.82,62569600.48,33880560.33,91830232.85,123708663.7,215292252.8,8342495.793,357507.1438,312440261.8,24370449.21,15561140.38,8809308.828,60825319.99,62235215.82,123060535.8,5995394.583,250254.9993,153352779.1
CZE_51,5000,112642036.9,72842635.06,39799401.83,116344864.5,67009695.13,40951199.77,135905550.4,51377237.79,59934472,247539175.1,9470147.365,513082.1697,365320976.6,112308627.8,72694050.46,39614577.3,106790358.2,132596463.7,238549211.8,9445211.082,392759.8868,350576189.2,28666478.83,17966362.44,10700116.39,75618671.58,79641887.19,155260558.8,6847615.42,274931.9205,191024908
CZE_51,10000,143001554.1,91512936.74,51488617.4,138000335.8,78711564.33,49588236.54,143952947.1,53755320.68,65660333.92,281953282.9,12963807.16,555113.1525,438473757.3,142576364.3,91325362.45,51251001.9,126806706.9,138797211.2,265603918.1,12933391.63,431637.6824,421545311.8,32700757.38,20264087.75,12436669.63,90146933.24,89417561.49,179564494.7,9382368.633,302146.3755,221949767.1
CZE_53,0,5868749.727,3717635.022,2151114.705,5067362.626,2879673.722,1845038.014,3365469.327,1301748.069,1381205.942,8432831.953,620883.8622,87078.02291,15009543.57,5822217.706,3700725.77,2121491.936,4644579.24,3092835.362,7737414.602,617059.2981,58477.57288,14235169.18,651981.6074,407862.5143,244119.0931,1884035.46,1139253.037,3023288.497,256993.224,25978.3707,3958241.699
CZE_53,2,1267728.855,809968.5853,452325.7358,1199193.687,683604.5774,438939.7037,1026929.856,386091.6835,438512.733,2235849.59,62162.86681,50393.47756,3628259.231,1246611.381,804105.8123,438001.1713,1037332.502,902876.3701,1943273.767,60733.57628,31494.02652,3296583.464,0,0,0,0,0,0,0,0,0
CZE_53,5,5946298.591,3770711.197,2166430.762,5173081.61,2968900.5,1891248.924,3523495.288,1340308.038,1481930.66,8861402.816,403180.4382,148759.4072,15696093.61,5881308.944,3749062.559,2118757.921,4632194.708,3105297.545,7998771.704,396214.7764,97330.1769,14634222.77,627108.0964,401586.109,226036.6146,1472995.49,1121266.287,2600774.191,89459.35957,45618.46448,3388933.465
CZE_53,10,15625769.51,9824080.108,5796612.719,13059795.42,7468291.445,4685015.903,7630546.968,2956311.389,3188471.257,20458812.23,1999939.785,225858.9978,38299827.84,15512521.18,9780848.866,5727206.924,11967597.99,7043565.927,18810319.46,1993058.022,154473.0025,36364099.81,1412827.703,899492.6326,512509.6593,3844015.919,2556239.236,6527342.155,328896.0656,89558.37153,8512589.003
CZE_53,20,27495917.41,17310520.19,10209460.8,22644960.77,12923014.95,8178552.214,13169569.25,5155184.764,5341374.37,36439397.92,3708968.009,308020.4742,67786365.5,27312786.71,17260537.64,10085711.85,21007446.4,12174356.96,33515578.96,3695159.626,211274.6801,64586041.31,2736487.264,1700336.604,1022379.552,9951280.764,5789837.136,15911801.1,1611715.383,135181.6376,20319571.09
CZE_53,40,40688874.53,25386578.86,15022251.88,34288039.07,19390343.35,12363125.24,20843865.82,8172268.07,8067912.153,55386706.73,5473465.192,385346.4535,101574371.5,40294156.44,25258412.26,14904347.86,31581545.59,19227596.25,50841534.29,5452554.47,270388.1493,96728480.14,4078602.737,2529387.572,1540207.689,17100436.3,9509318.458,26347752.65,3265163.145,178505.655,33971952.93
CZE_53,50,46215972.41,28824942.1,17352113.17,38908313.04,22182789.02,14260557.68,25542642.98,10451730.71,9616279.647,62794458.73,6060323.193,410665.08,116194413.5,46017510.08,28732828.48,17215969.83,35857701.56,23876059.84,58461407.08,6041401.954,294136.7824,110916462.8,4566939.025,2835260.158,1756428.724,19295515.47,10709482.52,29877356.53,3627185.56,193214.2677,38406513.74
CZE_53,100,74878677.15,47915814.9,27536071.28,66118470.78,37221263.63,23934314.84,45255468.73,17725151.45,18305011.29,110221028,8331558.741,507001.2211,194392950.7,74571316.51,47793243.24,27317929.24,61869096.87,42395005.42,103555654.7,8297453.234,360821.548,188167594.3,6673101.153,4087889.479,2605353.652,29262391.18,16176954.58,44318770.55,5021960.418,242706.561,56358840.51
CZE_53,250,119725076.9,77955342.86,41717012.1,105827897.6,59520010.69,38829950.96,75579780.36,29397998.78,30484465.93,175593608.9,10995372.86,638695.2,308268017.5,118791364,77578207.81,41183605.84,99787704.14,72967362.84,168299890.6,10957826.53,449609.5898,299280489.4,22576744.83,13987477.73,8851197.643,51292761.86,29085468.84,82014267.46,7293921.948,305957.4119,109778159.9
CZE_53,500,156878048,101112775.7,55973526.75,145035632.9,80254238.65,53087541.11,97962603.32,38637127.72,40182185.11,238283936.3,13457588.92,748892.4166,417026541.8,156290879.8,100622822,55258376.78,135896052,94414044.33,230310096.3,13433558.95,543256.5072,399997627.1,39197014.53,25955882.34,14087584.82,79022525.68,45863860.14,124131269,9652752.691,373299.1541,165063569.9
CZE_53,1000,186015667.6,119537099,66102032.14,165883430.2,92814637.74,61557981.64,120043051.8,47011510.05,49595488.34,285354274,17053764.26,808162.2648,486478427.3,185418899.7,119272419.7,65781524.48,156474016.5,114170642.7,270298467.3,17014292.13,625808.1837,469105429.6,66181792.89,42175318.13,23337957.7,106798894.3,62921648.71,169658599,11553680.46,426447.3828,245587487.7
CZE_53,2500,232514687,148500978.5,84013708.5,215998625.5,120484210.8,80797649.74,144182250.3,56166614.39,60320316.64,360180875.8,18757524.42,1039881.096,611190316.5,231784184.4,148180280.1,83603904.35,201650998.3,137992538.6,339643536.8,18706634.46,775972.2825,589660458.8,86033928.56,53323312.96,32936890.23,135630464.3,76699517.75,212329982,13606783.86,543180.6008,309264735.9
CZE_53,5000,272267936.4,172723158.1,99544778.25,257183562.3,147375463.7,91385871.81,179005670.4,68362801.97,76643118.24,453042769.2,19411472.61,1132076.2,726721400.1,271416905.5,172351424.1,99065481.42,238677615.1,174667633.6,424725456.7,19360651.26,828111.3619,697369795.8,89022624.99,54867095.29,34385252.06,160519966.6,87982006.61,248501973.2,14091086.6,579677.9462,355081958.7
CZE_53,10000,308388877.9,202112932.4,106275945.6,280149699.5,158033196.5,101790044.3,195859207,78715347.9,77745525.75,459155369.9,23541143.98,1149352.575,786418978.1,306085805.6,201138672.1,104947133.5,269877120.9,186047841.6,444544754.4,23493184.95,875084.549,769020802.7,101610033.3,65362999.6,36247033.75,169347062.2,101357608.3,270704670.5,17077422.37,612559.1818,385742127.6
CZE_54,0,9458088.98,6081076.538,3377012.442,8026886.195,4646980.311,2792130.215,6144149.35,2351851.786,2580605.321,14171035.54,462946.0289,71365.19037,24163435.74,9399646.197,6057827.144,3341819.052,7477433.044,5818105.131,13295538.17,460562.2309,47956.92336,23203703.53,1117833.372,703018.2658,414815.1063,2449547.224,1831824.737,4281371.96,180645.5182,19913.43148,5599764.282
CZE_54,2,4126822.764,2644255.077,1466567.788,3187051.442,1864561.6,1094619.502,1769357.646,693291.8508,663094.0828,5046697.49,61330.29236,45519.13164,9098403.547,4097319.62,2631995.719,1451118.55,2932341.02,1573917.276,4591081.892,59901.69028,29166.3123,8589741.273,0,0,0,0,0,0,0,0,0
CZE_54,5,15059663.76,9676754.873,5407352.362,11819839.17,6901963.103,4049731.788,8759444.073,3333346.053,3675728.042,20491007.94,546252.0492,119708.0902,36489462.42,14950776.77,9635952.58,5344382.496,11021504.84,8219407.602,19169416.02,541821.3264,79738.4779,34906537.45,1186205.63,754932.169,430255.9708,2594503.302,1521865.485,4163151.333,94612.5716,35901.61671,5447287.062
CZE_54,10,24886136.33,15980167.8,8926753.816,20778884.75,12036724.42,7163093.93,15992186.54,6121329.422,6846745.906,36728739.06,1583773.572,174569.2921,62637968.22,24756891.58,15917596.61,8847638.803,19330383.24,15209396.01,34590781.97,1577572.959,119258.956,60417233.07,2958128.373,1873870.602,1079207.091,6692977.37,5103040.731,11590291.12,425725.9308,67747.70333,15149186.66
CZE_54,20,36323975.45,23275947.84,12963760.71,31288488.22,18058316.81,10944881.05,23815447.99,9066330.795,10259020.97,54502939.3,2693080.398,229910.2739,93153885.67,36094292.39,23215059.57,12855147.06,29202702.74,22788520.24,51830120.8,2680036.265,159487.1771,89953914.62,5518434.474,3505051.146,2029098.456,12648431.03,9668436.344,22342719.64,1244839.03,99727.70499,29419391.72
CZE_54,40,49616997.8,32051722.62,17743540.24,44755527.9,25678423.14,15587955.93,35240218.41,13337617.74,15622413.46,79965730.75,3506532.101,288788.8257,132481385,49470712.12,31899711.23,17602330.34,41919898.88,33927338.15,75870871.08,3497090.14,202166.953,128057258.6,9026573.268,5752621.656,3399693.256,19720614.77,15056153.27,34393366.1,2102856.282,129762.3523,45471170.85
CZE_54,50,55837548.91,35782096.8,19852958.49,51006164.5,29497549.8,17983325.7,40661850.37,15443251.16,17890914.84,92288165.1,3753707.193,312919.6448,152106659.7,55430368.98,35619512.11,19637426.16,48132957.07,39241496.71,86328373,3743226.482,221154.7074,146134693.5,10351115.91,6424017.84,3914802.882,22990867.68,17314628.19,40623198.47,2350292.698,141100.523,53090391.15
CZE_54,100,72061439.74,46396818.47,25750385.79,71848777.08,41500201,25522569.63,59819255.53,22266637.44,26571619.09,131350435.8,4554540.433,370021.0052,206004607.6,71576542.95,46295421.78,25576928,67653678.66,58216126.88,123853843.4,4543574.711,264273.3458,199048229,15772940,9891240.537,5895558.542,34832285.33,26331927.99,60208588.76,2862835.929,177474.3229,80274101.23
CZE_54,250,96034556.56,61941288.82,33824846.28,101960505.7,58280334.39,36422133.44,96963443.65,36734393.37,40312466.78,193692853.9,5755080.367,459597.4822,299195088.3,95361041.43,61818719.15,33422928.41,97424131.12,94123479.89,187213362.8,5740426.687,332376.1185,287509112,27195893.13,16570702.64,10356564.88,58002514.3,43238504.84,100557023.5,3749012.584,227596.8553,132711330.1
CZE_54,500,115516505.3,74379824.04,40618301.36,124104939.7,71510753.94,43926403.4,159295331.4,65937087.53,55400552.66,278062235.1,6603842.407,515553.937,389177471.2,115169837.4,74226394.9,40426891.72,116166772.8,151341632.5,261067243.7,6586612.214,389477.4906,372626227.5,37724843.27,22973016.34,14577678.07,75760521.68,62556009.98,139962443.1,4570057.683,272634.2411,180245290.1
CZE_54,1000,129723672.5,87786942.78,45357227.42,149505918.2,86394760.6,53323963.26,192654186.6,77850018.25,68666326.62,335095042.3,7838826.28,566896.4435,461094654.7,129332847.7,87602876.16,44811082.43,137561869.1,183909059.4,314576013,7817408.782,434107.9422,441789032.1,46736807.23,28891619.51,18152659.55,95284573.98,79877856.96,173081468.9,5255796.532,303875.559,223373635.7
CZE_54,2500,149108735.1,97067004.6,53020465.8,175234131.7,99967709.23,62969826.21,225480531.1,91727843.1,79407286.59,400714662.7,8630769.567,670905.7046,555278009.9,148663895.6,96628057.63,52774828.51,161764797,214800248.1,376565045,8611665.126,519857.9396,530079160.5,57801514.2,35665300.35,21979504.05,115028128.5,92829396.98,207932615,6225075.481,363900.5586,270200792.8
CZE_54,5000,158080229.7,102254435.5,55825794.17,178609471.7,101996850.8,64123950.51,232461110.8,95030577.9,81688634.01,411070582.5,9512910.69,779881.2778,576300399.1,157594981,102038737.1,55556243.89,164773801.4,221007889.9,385781691.3,9492332.542,600970.137,550338008.3,59319285.05,36530411.97,22788873.08,117261894.1,96410158.92,213672053,6856918.134,420679.0955,278015791.5
CZE_54,10000,188947678.9,122299657.2,66648021.7,222716847.4,126622087.4,80552190.62,260895546.1,104078625.1,101283817.6,483612393.5,10631413.66,785440.6338,682697823.1,188393293.4,122052767.4,66340526,205989752.8,250473644.1,456463396.9,10606849.69,614682.0376,654802284.1,68916444.31,42549340.19,26367104.12,146619337.3,126278938.8,272898276.1,7668195.304,430277.4236,348989977.8
CZE_55,0,1126503.016,743180.3272,383322.689,905780.1438,524477.8927,315854.8535,1695185.792,614342.6567,790741.7523,2600965.936,142608.5028,11118.07268,3881195.528,1119168.014,740278.8318,378889.1818,837609.6413,1645574.073,2483183.715,141869.9733,7613.23551,3751834.937,265568.1795,168869.5661,96698.61338,368624.0951,590752.1126,959376.2077,59997.37001,3778.247311,1288720.004
CZE_55,2,201537.1582,129962.6714,71220.46248,131741.1898,75799.78916,47864.65342,103467.352,37736.50007,44865.49491,236520.2063,13555.14775,6442.481298,467587.1105,198142.8038,129004.9597,69022.35256,112868.5644,93548.90314,208304.0889,13270.56013,3917.30681,432757.6316,0,0,0,0,0,0,0,0,0
CZE_55,5,1095057.042,702307.0419,397036.982,773429.2894,445778.8109,279106.1564,572805.1843,203896.0861,267342.3695,1365708.228,67040.92966,18806.04519,2797909.161,1084621.741,698212.0397,390291.6542,698529.4811,511612.9839,1225247.99,65543.89678,12686.5992,2639490.729,139142.6708,87907.805,50606.83274,220839.9433,177243.785,399736.5108,15394.04802,6892.473688,569389.7525
CZE_55,10,4003997.318,2689289.184,1337162.275,3288886.829,1912671.13,1130097.84,7350881.728,2673626.948,3374612.335,10669607.07,484390.2493,28408.94012,15030364.31,3986786.358,2678663.7,1321996.448,3093305.055,7158774.26,10319808.26,482182.1426,19831.10849,14568647.03,340224.295,212040.7162,126952.1498,613851.2211,476585.4115,1059780.341,49066.18314,12862.46682,1644032.827
CZE_55,20,5736501.351,3781871.003,1932068.504,4871489.649,2816167.095,1688631.814,9131448.91,3272982.867,4379183.209,13754777.1,902354.8061,38300.86808,20387770.2,5705791.5,3767075.919,1913106.427,4493945.916,8905926.641,13211259.03,899291.0262,27658.85732,19797095.99,2155017.195,1373517.628,780197.1075,2539044.029,4720548.232,7429486.462,416110.2737,19094.93006,9944074.604
CZE_55,40,7491658.759,4996475.508,2555349.341,6301848.616,3655655.64,2220515.498,13809579.28,5066746.768,6368902.439,19709149.65,1288936.99,47281.3078,27644691.28,7457229.887,4976102.809,2540502.532,5890825.09,13561638.67,19162216.38,1284239.591,35048.86617,26928276.2,2611150.552,1662743.325,957798.3356,3731242.961,6252954.311,9964806.12,839224.6,24520.97313,13259018.7
CZE_55,50,8496978.843,5557632.29,2866928.429,6869421.477,3977873.532,2397121.015,14897896.44,5439912.567,6859032.168,21967426.02,1354056.043,50787.0517,31249519.82,8462576.378,5543831.088,2830204.182,6413512.4,14469561.98,21125474.84,1351330.825,37822.49673,30412438.03,2739071.488,1757178.211,1008609.244,3980235.52,6659981.737,10747418.27,938029.7776,26475.7481,14308036.3
CZE_55,100,10929231.84,7213218.342,3651652.101,9335963.77,5364367.232,3275414.717,18370263.29,6616881.516,8674475.394,27843899.07,1648207.71,62289.7297,40024529.67,10856958.15,7187224.679,3605998.64,8601812.01,17994191.94,26575639.96,1642466.808,47397.91007,38696317.42,4478199.143,2837354.451,1635370.261,5952124.016,10732526.67,16787887.68,1149400.054,33178.53667,22427676.25
CZE_55,250,16173330.75,10805976.4,5464603.198,15229591.19,8704281.895,5287820.471,25945422.52,9238136.284,11820102.68,39702379.3,2115508.466,76853.64908,57206440.79,16127392.54,10784728.07,5437219.279,13972564.42,25046234.21,37906772.3,2110453.687,58738.95795,55242738.35,6932788.047,4425510.884,2508378.635,9937941.661,15108170.73,25422047.24,1494758.589,41117.27063,32939973.65
CZE_55,500,18431512.45,12136912.95,6223820.718,18284859.01,10465442.71,6449774.379,33607309.09,12503134.53,15586523.87,51363557.28,2460871.802,88143.35373,73673860.34,18370750.81,12113466.21,6193963.077,16832337.24,32602459.41,49030312.26,2455520.325,67216.18947,71156453.02,7716422.032,4887137.351,2850516.69,11982838.02,21273303.47,33268844.31,1786458.366,47051.33326,42926835.27
CZE_55,1000,21245931.6,13953296.67,7292634.929,20692407.03,11929878.86,7256504.662,39571175.37,14652676.31,18321969.2,60576308.03,2998885.978,106357.4077,83198006.15,21182880.38,13924818.21,7258062.166,19119934.31,38421714.7,57815189.18,2992857.277,81266.83354,80419763.68,8917260.301,5615869.978,3236798.325,13532819.02,25436392.87,39039701.39,2169664.827,56886.78294,49512850.82
CZE_55,2500,25762775.93,16821444.38,8941331.553,25458553.06,14953473.32,8693352.692,48246666.74,18227269.78,20755440.63,73705219.8,3660100.94,127066.08,100846338.8,25681182.98,16784849.27,8896333.716,23450254.09,46601523,70051777.09,3652860.66,97604.26479,97090411.79,10448808.92,6859922.794,3838323.29,16251723.01,29158928.49,45410651.5,2622177.181,68322.98599,58347373.64
CZE_55,5000,32455159.73,21356351.33,11098808.4,31528802.51,18731644.21,10933766.43,57266216.14,21668288.31,25081776.15,88795018.66,3915296.658,135136.6366,123164623.6,32359666.74,21313074.92,11046591.82,28901242.4,55208234.67,84109477.07,3907133.075,104908.8006,119022722.3,13527980.63,8592468.473,4935512.155,20438488.52,35302381.85,55740870.36,2843129.123,73436.16073,72183756.33
CZE_55,10000,37724007.26,24780293.24,12943714.02,38187355.71,22002748.05,13424961.5,76521372.49,28895345.25,34632037.68,114708728.2,4571598.147,145870.3285,157150203.9,37614878.21,24730962.17,12883916.04,35305466.79,74307713.15,109613179.9,4562989.698,113875.9936,151904923.8,15659155.67,9917222.684,5741932.988,24997893.77,48820064.25,73817958.02,3314832.149,79713.19526,92871659.04
CZE_56,0,7388361.625,4677067.523,2711294.102,6220466.775,3583340.909,2200762.621,4946038.183,1850502.229,2219100.998,11166504.96,799772.6352,82202.98895,19436842.21,7334681.015,4657489.75,2677191.265,5726836.755,4721513.698,10448350.45,794509.65,54586.6227,18632127.74,682355.4662,422288.6709,260066.7953,2076070.685,1830305.04,3906375.725,295702.3731,22354.57752,4906788.142
