AREA,ReturnPeriod,AGG_RES_GU,AGG_RES_BLDG_GU,AGG_RES_CONT_GU,AGG_COM_GU,AGG_Com_Bldg_GU,AGG_Com_Cont_GU,AGG_IND_GU,AGG_Ind_Bldg_GU,AGG_Ind_Cont_GU,AGG_COMTOTAL_GU,AGG_AGR_GU,AGG_AUTO_GU,AGG_TOTAL_GU,AGG_RES_GR,AGG_RES_BLDG_GR,AGG_RES_CONT_GR,AGG_COM_GR,AGG_IND_GR,AGG_COMTOTAL_GR,AGG_AGR_GR,AGG_AUTO_GR,AGG_TOTAL_GR,AGG_RES_INS,AGG_RES_BLDG_INS,AGG_RES_CONT_INS,AGG_COM_INS,AGG_IND_INS,AGG_COMTOTAL_INS,AGG_AGR_INS,AGG_AUTO_INS,AGG_TOTAL_INS
CZE_28,0,5231560.737,3301763.567,1929797.17,4098543.973,2351469.829,1462773.955,1637079.448,615041.5116,712414.492,5735623.42,792522.5683,77571.38789,11837278.11,5191029.978,3287221.836,1903808.142,3755825.109,1539568.267,5295393.376,789036.6771,52185.65417,11327645.69,425192.1535,266169.4187,159022.7349,1527336.273,582012.5557,2109348.829,330457.8631,23664.65587,2888663.501
CZE_28,2,1297867.788,822192.1995,478593.4236,1031044.18,590726.4504,375310.0655,527020.2475,189616.3221,226603.3225,1567599.795,61353.88881,49361.00119,3003355.774,1277639.998,815954.5733,461407.3424,893738.7595,470987.0891,1379725.782,59995.50727,30997.67825,2767733.88,0,0,0,0,0,0,0,0,0
CZE_28,5,5907409.253,3741621.928,2174931.29,4860251.115,2796424.375,1748042.688,1799777.254,660566.4157,774377.4194,6784734.307,875713.0148,128399.9174,13781631.12,5848207.173,3721907.721,2125629.148,4434083.513,1625499.535,6191921.833,870591.1946,85933.34807,13128798.75,432235.6751,273744.2405,158044.3832,1271484.75,659199.0371,1962029.306,97086.39379,43661.95144,2576634.773
CZE_28,10,14458762.47,9133313.46,5307402.638,11202937.43,6449068.51,3959935.287,4575117.828,1744100.61,1948219.58,15716836.77,2574333.502,194008.4959,32401191.01,14397566.23,9082224.032,5247421.002,10351079.46,4312331.007,14699033.15,2561357.631,132934.9314,31098967.02,963438.0125,606577.4702,356843.5428,3689171.703,1426369.284,5256936.186,719766.2754,80949.10063,7063727.039
CZE_28,20,25709025.94,16341957.74,9480159.843,19601416.12,11346961.16,6900541.965,7338516.954,2831087.295,3145669.862,26542580.12,4604331.369,255777.1252,57095177.08,25614123.72,16264059.09,9340438.551,18094999.36,7029068.894,25052536.72,4589161.349,178674.9009,55046798.96,2269724.353,1441471.462,833480.411,8375389.193,2993352.13,11386637.75,2127652.342,118152.7878,16087019.94
CZE_28,40,38076582.23,24018213.7,13966741.5,29419163.8,16874211.14,10273964.19,10547963.93,4049294.101,4475397.698,39709535.91,6679171.259,319830.0148,84189125.43,37779358.13,23901160.14,13827926.51,27236685.89,10015493.71,36942069.87,6665057.856,230089.3411,81655016.67,3839086.467,2413867.808,1427412.036,14804363.17,4947703.967,19450202.66,3932510.653,155452.3773,27227955.41
CZE_28,50,42822024.59,27244884.23,15628777.55,31774382.65,18242902.72,11213325.99,11766946.5,4491153.812,5030395.593,43148586.61,7296596.495,340648.8717,92868020.98,42443734.05,27108858.74,15544294.3,29473979.57,11245651.66,40145972.98,7277080.074,248947.975,90043959.08,4426656.093,2780968.503,1647812.967,17089510.48,5659948.307,22498564.26,4505770.314,166716.1546,31532730.39
CZE_28,100,56534779.82,35660203.11,20909848.78,44646841.92,25526272.01,16086436.29,16865811.4,6330692.768,7253920.898,59633261.31,9389401.226,410038.1994,129620297,56296291.18,35488913.22,20704663.69,41266056.85,16159391.2,57001714.51,9362803.841,294458.5857,125393385.8,6165438.632,3875989.579,2309351.804,23118065.2,7902378.098,30768884.33,6093215.959,204081.3822,43400622.6
CZE_28,250,80265776.1,50049284.04,29734615.24,66135836.27,37570146.53,23546143.08,30171244.4,11049613.83,14285107.89,94502653.16,12360234.71,489567.8737,187467510,79604895.62,49810091,29571511.99,60482086.52,29466904.45,90977621.03,12337069.83,363903.974,182982335.1,9172999.435,5714040.804,3680061.432,36448151.72,11789571.55,47499442.61,8270597.262,254606.1063,66197593.51
CZE_28,500,95665627.38,59427221.08,36238406.3,76859098.68,42914896.69,28563259.04,35880765.01,13224935.44,16865649.02,112271670.1,15446273.91,577320.6741,218330688.5,95338603.01,59286551,36052052.01,71921852.98,35242382.45,105875540.8,15415693.34,433918.6273,210664764.4,13030250.88,7725143.024,5177893.683,48487188.82,20104603.7,67989733.08,10710339.72,303743.0369,91394896.33
CZE_28,1000,120252762.2,75393748.24,44677349.22,92007604.55,53187615.29,33291937.43,40477315.39,14765896.92,18622066.53,132029566.9,17232821.13,644484.5967,273647764,119866387.9,75226287.01,44453295.89,86489970.01,39776589.09,126953381,17196601.19,490314.2036,264846991.1,16604742.41,9756492.18,6531139.852,57626479.13,22988413.76,80278670.7,12479396.48,343219.9445,109977520.9
CZE_28,2500,136843318.5,85670761.85,50611157.31,115670672.1,63931161.33,40774459.3,48496482.16,18124970.34,22580500.71,165254589.7,21071445.72,752580.535,326699284.9,136411413.9,85484849.49,50367278.27,107668273.4,47430227.18,155221659.2,21025235.42,564872.3351,316588122.8,20180413.82,12311208.08,8137728.709,73990232.33,27974098.19,103443325.9,15117500.08,395410.6334,141279898.1
CZE_28,5000,152895025.1,96078081.8,53134146.78,118321954.4,67946602.05,43964830.79,53402965.35,19802090.31,24847401.59,169598850.7,21268634.19,790306.3595,336930562.3,152421687.9,95868240.01,52875543.64,111737670.9,51602058.12,158564470.7,21231695.73,601117.6063,327163628,22282479.87,13793066.41,8335375.402,77339985.12,33427874.69,110767859.8,15413538.95,420782.3253,146212042.6
CZE_28,10000,153653018.5,99760878.3,57574936.66,121102368.5,68253499.01,44579528.54,64056694.62,23251054.62,30133338.38,181609553.3,24489096.4,809160.317,348493738,153167027.4,99546144.26,57298787.43,112685089.8,62971764.79,175656854.6,24443637.07,623703.1402,336753928.6,22789889.53,13965317.27,8996823.123,79950078.24,34837286.12,111632084.1,17759127.14,436592.1986,150737728.6
CZE_29,0,2443413.545,1559400.078,884013.4668,2033492.982,1176184.088,716205.4693,1643418.947,610921.8377,739136.2603,3676911.93,252316.0722,45409.48982,6418051.037,2422716.05,1552121.688,870594.362,1857904.934,1591159.536,3449064.47,251058.4838,29942.00334,6152781.007,300144.0204,187897.7903,112246.2301,733973.1725,581977.5156,1315950.688,118012.0408,12342.36964,1746449.119
CZE_29,2,649447.3043,414867.233,235951.0383,641462.9153,367217.2301,233984.6164,343609.7178,123946.058,151463.0757,999261.9299,18187.85323,29692.83434,1702128.715,638268.8077,411721.131,228355.4045,555206.8807,323570.8411,891440.7151,17787.07314,18720.69023,1580794.913,0,0,0,0,0,0,0,0,0
CZE_29,5,2344356.299,1490287.428,853617.1307,2162997.019,1242623.782,777977.8971,1113431.709,400106.2062,499716.4665,3345836.101,156626.6602,78159.25178,6172058.904,2312914.462,1481387.79,837235.0565,1918840.976,1055678.924,3039374.144,153443.6895,50633.03722,5802059.2,255031.6624,161587.2956,93403.4616,678745.5555,441627.3641,1115224.456,29149.31889,23032.51543,1437705.473
CZE_29,10,5983164.401,3818482.847,2147506.101,4723643.988,2724814.991,1661379.44,4066035.02,1552253.513,1811829.049,8670759.23,722929.1778,110267.0339,15447738.59,5938746.86,3807793.853,2124760.143,4316763.202,3957652.742,8078637.681,719501.5712,73444.96781,14791837.91,585845.6137,368343.203,217352.0994,1617470.291,967686.4525,2640523.207,154160.773,42971.8937,3607179.174
CZE_29,20,10137905.44,6495021.875,3627635.188,7701558.593,4501783.786,2646660.687,6912284.351,2593161.472,3116058.024,14390782.51,1638537.551,145084.8459,25794701.67,10041361.66,6460705.149,3588721.675,7061937.044,6729468.44,13656370.03,1635108.723,98244.56004,24871811.36,1403083.39,882300.4281,523451.9359,3681176.672,2802792.573,6348439.425,737210.3277,59910.17471,8603251.328
CZE_29,40,16595023.04,10556944.78,5960813.354,12124875.78,7061952.062,4236501.353,9730678.201,3562500.371,4579721.598,21683299.13,2431277.225,186729.8633,40586909.9,16524402.02,10510647.94,5879241.451,11182637.19,9488198.343,20617735.35,2422926.663,126912.2506,39335242.56,2362162.051,1476966.453,870805.9915,5943021.196,4869598.348,10810096.53,1485116.582,80244.21852,14550369.39
CZE_29,50,20152035.14,12972499.09,7522154.935,15313524.41,8839954.994,5277223.502,12262495,4448439.23,5513237.988,26577946.11,2735850.074,198142.7668,49888534.43,20065800.31,12933410.71,7481327.481,14238921.03,11871067.24,25087123.09,2729836.489,139268.8363,48040841.72,2606740.258,1637922.452,967840.4144,6574846.973,5336435.99,11794176.39,1674751.059,87958.88129,16267106.29
CZE_29,100,33907354.34,21783938.96,12391228.81,30147547.85,17470026.26,10514127.5,32888435.92,12380477.45,14607541.84,62381334.75,3635981.922,239363.1268,102195769.8,33784309.16,21729348.34,12322793.12,28463503.4,32475413.63,59267523.99,3628880.805,168984.8008,99769963.94,4888504.298,2970097.743,1930243.36,10619004.75,8573198.257,19119939.05,2282158.08,109690.8132,25444136.4
CZE_29,250,52988136.27,33462516.29,19161648.89,44640092.13,25780813.85,15217612.88,48677291.15,19040335.3,21275663.71,92033888.95,4949458.215,305388.1596,140813584.6,52553016.93,33298967.6,18921488.02,42518497.54,47605910.64,87837027.55,4941233.164,218327.5875,137536996.6,9572905.593,5904839.326,3627060.087,22563614.69,25737180.79,48660267.45,3438882.13,136299.2083,61072285.13
CZE_29,500,66286779.83,42090130.91,23866186.12,57882817.78,33253344.77,19935748.85,56680355.82,21564313.14,24925355.14,113216675.2,6093535.172,366160.5593,184816148.3,66090502.11,42003974.12,23560540.09,53525461.9,54764463.88,107897688.8,6083215.146,260549.9275,178706414.7,14847943.73,9198279.699,5510526.899,30099747.53,30868158.85,61988273.6,4092862.418,161281.7177,79746533.07
CZE_29,1000,84331755.5,53661218.52,30403216.79,69673560.34,40246969.13,24227216.56,65195373.42,24737317.95,28800622.79,136893720.2,6896223.409,424195.3535,227222799.6,83956796.91,53546160.66,30049579.48,65450258.19,63176008.37,129387520.5,6882562.659,285846.7557,220882555.8,19542689.86,11971414.13,7085194.218,37900213.3,35592170.41,73505986.61,4973683.78,186839.1393,94386264.41
CZE_29,2500,90783025.71,57691771.59,33091254.13,73509615.9,43008780.11,25406031.49,69918698.98,26219184.48,31703452.45,147264845.5,8486162.294,472052.8738,236290425.2,90101499.67,57415884.46,32685615.21,69732898.99,68924726.52,138661716.6,8471446.67,365071.7595,231582810,23072282.73,14162623.51,8720559.528,45960096.64,41610583.51,87731402.24,6131436.695,255550.2318,117084746.8
CZE_29,5000,95633877.71,60945300.9,35616793.31,79038684.24,45293698.82,27934530.8,73585522.31,27851793.88,33302019.33,155596853.1,10975281.43,526490.2969,261742836.6,95332241.73,60812423.49,35449024.93,75519385.32,71225851.56,146745236.9,10955195.64,405578.7099,253438253,24061927.59,14986540.76,9075386.824,49417505.31,45589806.73,95007312.03,7927129.24,283905.0961,123743957.5
CZE_29,10000,105556474.2,67022036.64,38534437.58,82011330.77,47763251.09,28276111.64,93460899.04,36646229.88,40201498.88,165960909.6,11556971.54,529674.6266,262732502.5,104774528.2,66700707.1,38073821.12,75925702.83,92118952.8,161444569.2,11537940.83,406489.9671,256659157.8,25050003.97,15619946.31,9430057.653,53419298.84,47308031.9,100727330.7,8348663.851,284542.9755,133988369
CZE_30,0,747119.9693,509011.6546,238108.3147,1207235.268,702591.9364,419631.151,1167682.092,430834.9637,491495.4426,2374917.36,11066.20326,26100.98985,3159204.522,739214.2737,506178.5571,233035.7166,1076063.626,1091388.314,2167451.94,11016.33932,17067.85373,2934750.407,192808.6679,124326.5794,68482.08851,371818.8611,417710.5848,789529.4459,3516.643814,6672.857894,992527.6156
CZE_30,2,287240.0383,194464.9199,92895.20453,446765.3681,250008.3002,165114.0527,622989.8643,215571.496,266964.7437,1013467.314,1352.282482,17642.57484,1323235.659,282704.1585,192940.2737,89800.95518,382708.5749,581785.3772,914340.7047,1322.56451,11288.29148,1205158.405,0,0,0,0,0,0,0,0,0
CZE_30,5,815875.8479,550054.2735,266628.9451,1187628.125,667920.7088,439435.3928,1590328.119,565697.009,686970.5907,2757733.723,3705.733079,45331.88472,3616576.49,804231.8175,546100.9695,258252.6449,1030360.477,1481127.453,2488912.402,3624.955888,29499.26622,3326681.043,264506.9292,169634.6676,94683.48998,466182.8475,712896.4795,1155366.263,1638.461133,13932.77917,1432636.318
CZE_30,10,1206127.238,809874.3049,396664.3314,1701043.227,955840.4515,635312.8477,2290202.58,825093.5896,995502.4071,3992723.549,5292.161602,63975.91133,5260462.291,1192179.676,803906.1528,386577.4752,1476987.693,2141457.52,3618102.05,5177.244149,41695.377,4845654.864,439330.245,283204.995,156610.7984,800613.044,1256216.712,2068676.998,2824.294918,23410.30873,2515983.741
CZE_30,20,1644713.386,1100715.591,538985.966,2243282.69,1264568.932,825462.4324,3072571.022,1118921.952,1336638.042,5354524.201,6803.882948,80895.24489,7107182.78,1619161.288,1093358.398,526344.144,1957636.228,2883013.691,4854321.8,6656.124469,53779.37553,6554514.86,625269.4825,403397.1243,222930.0369,1150677.091,1796149.727,2948115.142,4014.249413,32817.86621,3614570.234
CZE_30,40,2120859.523,1422152.717,703583.5865,2898071.496,1639286.782,1067790.796,4843006.27,1756378.737,2053293.135,8220527.812,8855.729647,102878.906,10518090.78,2108215.617,1415018.069,690187.3212,2523800.915,4541728.456,7552019.965,8661.113309,66415.40762,9719653.839,808568.4189,517764.9832,286996.3391,1487650.772,2378419.887,3856457.964,5094.860242,40770.61371,4751834.107
CZE_30,50,2366884.897,1578976.16,781963.2402,3229198.021,1830950.355,1192029.692,6947452.94,2726315.455,2732258.844,9659771.908,9578.813544,109031.2075,11954172.64,2350839.89,1570185.169,761489.216,2835586.214,6479132.948,8963495.734,9367.49314,70876.37635,11128056.91,853233.5939,548916.335,305717.3324,1603609.261,2629030.314,4264770.36,5433.553153,44047.51544,5191451.716
CZE_30,100,4356870.425,2935397.489,1476052.217,20542378.54,12749279.22,6223337.238,14229183.61,5580104.193,5557117.971,39440396.93,446159.9109,136383.6395,52485117.34,4326661.303,2919676.389,1459836.767,18699385.97,13349887.88,35078649.61,445661.2066,96872.71794,48840641.87,1090846.548,704350.2016,392028.3031,2094508.62,4247663.125,6170320.354,7156.04602,55179.3692,7437447.165
CZE_30,250,32198116.71,22722297.17,9566768.387,51675607.26,31541609.63,16921655.47,24529127.17,9676985.789,9992055.558,81335324.63,891091.1771,218567.5277,109527161.7,31984102.74,22620657.02,9459851.153,47182609.85,23215260.41,74491225.2,890115.2514,155138.2953,102954106.8,9104656.074,5721133.993,3427431.497,19874568.27,9710726.429,28958907.57,326954.9605,77888.92467,41745142.22
CZE_30,500,46171373,32154568.57,13713138.91,74179788.73,44726148.04,23905197.93,35556004.58,14053799.38,14294624.74,105679801.8,1275230.759,294720.1777,149730893,45850606.62,32088338.82,13538159.18,68163431.96,33926590.72,95375996.43,1274164.883,196977.4213,143019105.8,16027943.03,10703962.13,5449337.687,29132796.09,14366752.89,46189930.69,517694.7813,113278.05,60395377.15
CZE_30,1000,55351072.55,38081547.31,17157826.36,96746064.25,59644617.17,29515140.7,44429357.91,17390647.74,17768615.68,144860094.7,1401779.343,334418.3372,196684621.5,55203334.03,38011931.19,16939035.51,85912247.3,41949012.69,132157521.1,1400861.435,250010.3537,180992331,22744879.67,15073063.42,7736239.621,38075819.86,20078979.72,57021963.51,860705.816,137894.9745,76014012.81
CZE_30,2500,63453806.32,44151573.87,19747185.64,107965273.1,65371701.89,34873302.37,54008433.66,21296027.53,21464808.22,159115510.1,1507684.858,404301.8157,215916334.8,63047317.39,43967315.63,19500157.29,98156323.15,50884353.16,143596415,1506430.646,287573.4089,201397220.7,29802427.74,19516760.32,10232729.18,59489288.07,26514772.43,89252910.52,992756.6639,185063.163,118194487.7
CZE_30,5000,73660863.98,51392232.34,22268631.64,122270454,73888331.06,39463775.09,57083659.18,22604777.89,22879230.81,174737284.8,1813971.202,475426.0751,246463263.9,73138625.22,51162490.33,21976134.89,113333733.8,54554655.85,162076690,1812650.891,297988.5026,234630929.3,34531178.91,22295173.97,12236004.94,67465697.5,29897607.32,95385590.64,1244338.753,207006.4145,130227404.2
CZE_30,10000,85682330.87,59305477.74,26376853.13,135903120.1,83984901.65,41739890.31,62369445.8,24670021.4,23821241.18,186588874.9,1918184.694,544205.6709,274564604.8,85467902.8,59203320.01,26264582.79,120045843.2,57684167.71,167360761.3,1916475.185,445015.5128,255021882.4,45223391.59,28143983.59,17079408,83334549.07,35896302.57,113232156.4,1295853.785,311510.8514,160011397.6
CZE_31,0,285056.3422,193628.8365,91427.50568,290681.1387,173110.7508,97352.8055,168393.8821,67729.86074,60562.12146,459075.0209,60236.26839,10296.64106,814664.2725,281732.9054,192475.1695,89257.7359,255353.8557,149248.3786,404602.2344,60154.43219,6649.82166,753139.3936,68978.79923,44709.78764,24269.01159,95568.45808,46459.69446,142028.1525,20720.31842,2851.341874,234578.6121
CZE_31,2,136229.1614,90121.48417,45789.95285,119636.2668,68763.35522,43259.75787,42527.15201,15197.9947,17747.77608,155238.7948,818.6410747,7041.469055,297347.036,133969.2092,89409.42149,44397.2922,102586.2838,36773.85515,132665.3508,800.3547019,4198.550485,270524.178,0,0,0,0,0,0,0,0,0
CZE_31,5,393847.3787,261442.2065,131855.5011,347929.5716,200830.9705,125340.5727,109397.6947,39592.60963,46010.63967,453692.763,4466.727223,18698.37708,874160.7881,388005.7142,259439.4974,128037.192,302336.0129,93347.12606,392224.0112,4367.716883,11921.20472,798255.8595,118204.1109,75788.74791,42211.04096,132322.2708,38961.84388,171118.4758,1459.835426,5970.032916,294910.0805
CZE_31,10,773596.7738,527954.7139,242369.1033,922354.6486,560469.1958,291030.241,903214.0096,379783.4652,303141.4526,1817559.516,434697.168,26176.0204,2962372.81,766071.7427,523972.5762,237787.4671,817296.7684,825855.2981,1639751.562,434305.0779,17215.00477,2773198.303,216492.5668,139578.2948,77310.07876,247931.075,74797.39727,318978.9083,4100.812427,10270.38549,553474.1616
CZE_31,20,1147756.423,798900.0127,352081.0824,1307607.268,799972.9395,413826.6345,1111854.754,461105.7295,378040.0393,2427939.674,492366.8296,33607.99354,4097953.282,1139209.846,795336.6194,347089.3485,1149962.966,996454.5647,2151169.244,491926.7821,22216.05071,3798851.002,346825.4388,226744.0626,119408.2061,500467.8547,158712.5718,722319.2489,10269.66584,14462.37358,1229534.304
CZE_31,40,1577394.662,1092193.74,483861.0674,1815832.456,1109529.894,581976.5688,1285204.403,526147.8227,441873.8421,3129414.67,554583.1819,40948.00536,5293276.605,1566702.904,1087170.737,477681.7011,1596079.887,1119501.012,2756642.7,554144.9506,27637.62027,4886157.518,473831.4838,311525.407,161840.1843,817945.5635,599390.6873,1427691.427,349499.75,18411.71312,2262241.233
CZE_31,50,1749473.035,1203081.651,539257.9908,2162701.877,1315587.337,681050.3162,1439199.066,581078.3766,492922.2615,3805943.09,595924.5968,42926.42093,6263420.561,1735210.198,1197917.819,527122.7924,1921174.509,1229438.206,3390987.033,595424.2198,29210.03568,5868526.925,518857.0669,341501.2512,180262.7295,882231.3007,620310.004,1503894.693,363767.9961,19930.74664,2406905.77
CZE_31,100,2369011.279,1645626.783,740162.2174,2755487.929,1675500.086,871334.5403,2064063.505,861799.7204,705550.7142,4695516.747,960599.0786,50325.53764,8074631.163,2347536.158,1638216.161,732477.6651,2442101.015,1870145.002,4153376.732,959852.2505,35092.87913,7577885.004,702185.9861,460706.7678,242430.7358,1357599.216,725183.6468,2217124.082,429455.194,23386.38538,3490768.723
CZE_31,250,3723560.27,2578936.014,1170948.876,3879873.898,2375958.94,1239451.047,2354799.719,973741.5075,783024.7387,6105173.602,1048234.905,61289.94118,10690427.26,3707549.263,2571177.03,1153932.812,3498965.326,2086592.434,5469822.607,1047341.167,43098.73305,9974405.506,1079834.227,695063.038,365494.5831,1897083.75,1166086.388,2967933.531,701249.7385,30034.20588,4898913.476
CZE_31,500,4460528.285,3092542.557,1356844.342,4552469.243,2831770.897,1454305.442,2677882.013,1086512.731,952669.3573,6978213.346,1176905.396,67521.73032,12347151.04,4434771.439,3080238.567,1346250.107,4090831.415,2382029.191,6200267.095,1175863.348,47928.43592,11377999.07,1805987.778,1189004.806,644432.1312,2350284.509,1237892.576,3614294.64,750184.9426,33442.5775,5834661.206
CZE_31,1000,4944779.14,3425449.726,1494737.232,5073129.255,3087041.292,1606322.506,2918328.882,1210960.97,1028414.641,7370268.922,1374752.707,74037.78059,13491736.44,4925776.423,3416490.462,1472960.286,4600786.801,2640932.149,6568014.57,1373573.351,51350.99891,12587528.19,2136360.084,1374330.486,751531.6713,2807045.499,1414907.273,4134647.614,869908.3907,35945.69968,6682095.874
CZE_31,2500,6110609.497,4354795.604,1755813.893,6073260.642,3706761.569,1916362.891,3343588.113,1385753.252,1148138.899,8393995.06,1544139.837,79231.2489,15945152.98,6092636.72,4346077.186,1746559.534,5376099.699,2986798.747,7388953.793,1542755.979,56006.26331,14900264.97,2309030.138,1509986.858,817782.2356,3218577.053,1603223.233,4413249.977,1034923.439,39204.38488,7541710.799
CZE_31,5000,6917967.776,4888187.052,2029780.725,6985129.512,4306207.843,2152456.281,3520726.007,1456376.403,1219680.188,9867717.967,1630905.144,83362.52795,17951407.17,6870031.459,4868927.311,2001104.148,6326655.302,3125325.583,8906840.299,1629483.514,58695.74212,16916723.15,2534586.426,1640427.837,916636.7972,3786668.949,1784363.105,5042295.301,1153076.019,41087.01969,8500703.609
CZE_31,10000,7071763.934,4898111.561,2173652.373,7080267.925,4312431.881,2252909.602,4429604.65,1792384.295,1591281.058,11509872.57,1784232.473,85680.48598,20292699.64,7011365.164,4875735.846,2135629.318,6354573.962,3967030.221,10293685.52,1782673.804,61529.02326,18981135.95,3144840.076,2069967.468,1074872.608,3957598.118,1915244.657,5701913.607,1278556.744,43070.31673,8706937.152
CZE_32,0,465789.9951,307621.8588,158168.1363,406976.9405,234548.3378,146691.4293,145867.3045,53895.50225,62166.44105,552844.245,40071.65001,20908.13696,1079614.027,459026.6131,305383.6267,153642.9864,355245.4666,125897.9198,481143.3864,39945.81587,13490.6506,993606.466,118651.9058,75892.2725,42759.63327,144802.9489,46849.36768,191652.3166,13902.59675,5780.210339,329987.0294
CZE_32,2,302204.1731,201039.061,101572.9806,259388.2003,149171.3302,93799.54432,84280.01097,30457.81281,34995.70874,345802.7023,1580.079927,14720.77713,666734.0531,297990.537,199497.4689,98593.37362,221790.4685,69078.433,293638.3467,1547.047729,9031.511005,605913.8347,0,0,0,0,0,0,0,0,0
CZE_32,5,804310.5893,532270.9578,272631.7364,662654.7581,381442.9128,240999.1856,226068.2205,82523.40918,95709.33055,889041.1469,6756.082298,37984.93677,1790180.672,792786.8754,528298.0067,264191.3228,574257.3791,188345.1577,768510.352,6606.483604,24132.93421,1634522.275,234613.3839,150257.3731,84046.23498,270895.2078,80581.52865,351261.257,2619.002289,11978.25313,609835.1003
CZE_32,10,1139227.19,747519.2406,387313.4754,918759.3072,528645.3671,335303.8478,336612.9373,123975.0254,145789.6521,1260457.82,259487.9634,51919.19452,2565944.133,1121770.745,742080.8729,375171.0334,800640.7117,288169.8546,1090500.525,258755.5661,34292.50063,2352978.692,416426.1993,267282.628,148762.988,475490.0376,146555.1964,629009.4698,6058.764374,21155.00498,1103547.551
CZE_32,20,1477724.061,975512.5571,504944.8276,1199279.903,689821.0438,436003.6542,450923.5251,166557.2011,195197.816,1646862.02,311145.3817,65755.21751,3395273.702,1461010.111,969009.0507,492429.893,1038453.611,391865.827,1414064.491,310434.3586,43891.63146,3139801.368,575243.8359,369204.8446,207709.9166,664522.7588,219121.6322,883533.8571,13892.0965,28583.83892,1562911.383
CZE_32,40,1853615.815,1224798.808,629215.7732,1483528.976,856166.2168,540085.4526,601422.5226,221888.3923,260893.5279,2048984.591,371161.2212,77876.43562,4343214.187,1826851.977,1215445.278,610535.0988,1283790.822,520748.6629,1778682.553,370606.0157,52608.97854,3988675.112,728808.6358,465484.3061,261146.7749,858770.8339,292351.6151,1141920.304,222146.0056,35726.31744,2041755.985
CZE_32,50,1999166.385,1319664.54,692794.0393,1624968.632,942764.4201,594181.356,644823.9793,241629.7941,287877.4441,2237980.293,443205.9013,82280.83351,4843157.205,1982743.584,1310111.482,670761.1531,1441578.084,576162.9588,1935806.547,442307.8788,55588.16334,4492987.713,787443.7249,500515.3249,285008.2084,914339.4744,316759.609,1218100.545,236224.14,38024.70075,2195549.421
CZE_32,100,2709445.815,1790188.79,936480.1778,2704409.363,1527006.071,1011002.843,990684.1477,355213.3747,458973.4881,3661031.464,596410.6117,96435.55697,7271893.095,2691502.942,1783760.093,922364.8359,2528180.217,897908.252,3355179.121,595641.6577,67176.13602,6799263.614,1040627.566,656927.1263,379292.6633,1176419.513,418576.5052,1615639.894,294503.4791,46255.99417,2951630.735
CZE_32,250,3850777.816,2520985.583,1338769.012,5041041.311,3014895.092,1681586.236,2341527.001,920465.9851,929165.4663,7371924.923,674061.4427,115028.3331,11723214.35,3832884.365,2504945.59,1311976.54,4534771.019,2197261.863,6714139.196,672461.8533,81337.70377,11081938.68,1418850.578,886386.5623,513960.102,2484410.244,746876.9578,3351694.371,447501.3494,56486.17251,5055132.02
CZE_32,500,4612639.669,3022558.774,1588902.673,7322601.651,4291834.14,2506270.008,3108740.396,1194396.845,1318820.327,10195563.4,862370.0558,122789.9126,15253790.06,4581875.925,3008564.679,1553591.532,6642251.189,2975233.773,9522296.782,860206.9252,88028.24413,14487831.69,1789459.357,1152447.091,648247.1727,3214364.148,1387328.228,4508546.752,480539.5061,61619.7713,6805244.654
CZE_32,1000,5122684.824,3332349.041,1785954.432,8304982.047,4823855.183,2898089.982,3789807.631,1455517.513,1697404.316,12348423.95,919809.8165,133839.1941,17311140.4,5100430.809,3321940.169,1768754.54,7751301.065,3612901.332,11675505.48,917482.9659,92232.02961,16438283.41,2108542.403,1334788.187,773423.3059,4839245.779,1954540.756,6802432.065,551206.3026,64562.42063,9251748.118
CZE_32,2500,6417541.697,4153150.695,2264391.002,10942622.08,6403379.396,3741292.689,5453343.231,2074550.4,2425124.661,16790126.24,1122438.301,145099.2125,23284690.61,6391237.409,4141332.347,2249905.061,10168265.11,5260700.743,15776595.29,1120648.418,102465.7309,22255711.79,2421756.413,1547640.956,926928.2849,5810634.948,2326711.176,8137346.124,658782.9228,71726.01165,11294358.65
CZE_32,5000,6739703.806,4426415.599,2313288.207,11957205.44,7023516.27,4089983.313,6095825.478,2369208.267,2549611.81,17131290.93,1296321.633,154768.3902,25301480.48,6713129.924,4414301.599,2298828.325,11028652.82,5885720.247,16183090.81,1294362.591,112479.5167,24036230.82,2626629.879,1641399.005,968614.7004,6888603.222,3219602.296,10108205.52,688326.3572,78735.6612,13348352.96
CZE_32,10000,6959343.35,4539960.331,2419383.019,13865759.81,8353613.351,4432452.327,8833099.924,3562196.502,3437107.602,22698859.74,1305537.414,157473.7255,29898210.36,6874919.676,4513713.753,2361205.923,12526825.05,8414970.469,20941795.52,1302654.4,115438.6035,28083411.89,2687673.431,1719058.731,985230.8745,8772299.34,5262641.88,14034941.22,942497.998,80807.02249,17101082.78
CZE_33,0,3194624.362,2028965.842,1165658.52,2518663.276,1440091.515,909405.6969,2026570.493,765653.2204,851965.3253,4545233.769,823257.0256,56286.33682,8619401.494,3165940.885,2019147.881,1146793.004,2283359.328,1843073.785,4126433.113,820094.3919,37068.90436,8149537.294,246865.0703,155675.2438,91189.82644,803445.345,621355.5557,1424800.901,312027.5214,15065.42385,1998758.916
