CantonCode,CantonName,BuildingType,DwellingsPerBuilding,NumberOfFloors,YearBuilt,BuildingCount
09,Glarus,MultiFamily,0Units,1Floor,2001to2005,0
09,Glarus,MultiFamily,0Units,1Floor,2006to2013,0
09,Glarus,MultiFamily,0Units,2Floors,1918AndBefore,0
09,Glarus,MultiFamily,0Units,2Floors,1919to1945,0
09,Glarus,MultiFamily,0Units,2Floors,1946to1960,0
09,Glarus,MultiFamily,0Units,2Floors,1961to1970,0
09,Glarus,MultiFamily,0Units,2Floors,1971to1980,0
09,Glarus,MultiFamily,0Units,2Floors,1981to1990,0
09,Glarus,MultiFamily,0Units,2Floors,1991to2000,0
09,Glarus,MultiFamily,0Units,2Floors,2001to2005,0
09,Glarus,MultiFamily,0Units,2Floors,2006to2013,0
09,Glarus,MultiFamily,0Units,3Floors,1918AndBefore,0
09,Glarus,MultiFamily,0Units,3Floors,1919to1945,0
09,Glarus,MultiFamily,0Units,3Floors,1946to1960,0
09,Glarus,MultiFamily,0Units,3Floors,1961to1970,0
09,Glarus,MultiFamily,0Units,3Floors,1971to1980,0
09,Glarus,MultiFamily,0Units,3Floors,1981to1990,0
09,Glarus,MultiFamily,0Units,3Floors,1991to2000,0
09,Glarus,MultiFamily,0Units,3Floors,2001to2005,0
09,Glarus,MultiFamily,0Units,3Floors,2006to2013,0
09,Glarus,MultiFamily,0Units,4Floors,1918AndBefore,0
09,Glarus,MultiFamily,0Units,4Floors,1919to1945,0
09,Glarus,MultiFamily,0Units,4Floors,1946to1960,0
09,Glarus,MultiFamily,0Units,4Floors,1961to1970,0
09,Glarus,MultiFamily,0Units,4Floors,1971to1980,0
09,Glarus,MultiFamily,0Units,4Floors,1981to1990,0
09,Glarus,MultiFamily,0Units,4Floors,1991to2000,0
09,Glarus,MultiFamily,0Units,4Floors,2001to2005,0
09,Glarus,MultiFamily,0Units,4Floors,2006to2013,0
09,Glarus,MultiFamily,0Units,5Floors,1918AndBefore,0
09,Glarus,MultiFamily,0Units,5Floors,1919to1945,0
09,Glarus,MultiFamily,0Units,5Floors,1946to1960,0
09,Glarus,MultiFamily,0Units,5Floors,1961to1970,0
09,Glarus,MultiFamily,0Units,5Floors,1971to1980,0
09,Glarus,MultiFamily,0Units,5Floors,1981to1990,0
09,Glarus,MultiFamily,0Units,5Floors,1991to2000,0
09,Glarus,MultiFamily,0Units,5Floors,2001to2005,0
09,Glarus,MultiFamily,0Units,5Floors,2006to2013,0
09,Glarus,MultiFamily,0Units,6Floors,1918AndBefore,0
09,Glarus,MultiFamily,0Units,6Floors,1919to1945,0
09,Glarus,MultiFamily,0Units,6Floors,1946to1960,0
09,Glarus,MultiFamily,0Units,6Floors,1961to1970,0
09,Glarus,MultiFamily,0Units,6Floors,1971to1980,0
09,Glarus,MultiFamily,0Units,6Floors,1981to1990,0
09,Glarus,MultiFamily,0Units,6Floors,1991to2000,0
09,Glarus,MultiFamily,0Units,6Floors,2001to2005,0
09,Glarus,MultiFamily,0Units,6Floors,2006to2013,0
09,Glarus,MultiFamily,0Units,7Floors,1918AndBefore,0
09,Glarus,MultiFamily,0Units,7Floors,1919to1945,0
09,Glarus,MultiFamily,0Units,7Floors,1946to1960,0
09,Glarus,MultiFamily,0Units,7Floors,1961to1970,0
09,Glarus,MultiFamily,0Units,7Floors,1971to1980,0
09,Glarus,MultiFamily,0Units,7Floors,1981to1990,0
09,Glarus,MultiFamily,0Units,7Floors,1991to2000,0
09,Glarus,MultiFamily,0Units,7Floors,2001to2005,0
09,Glarus,MultiFamily,0Units,7Floors,2006to2013,0
09,Glarus,MultiFamily,0Units,8Floors,1918AndBefore,0
09,Glarus,MultiFamily,0Units,8Floors,1919to1945,0
09,Glarus,MultiFamily,0Units,8Floors,1946to1960,0
09,Glarus,MultiFamily,0Units,8Floors,1961to1970,0
09,Glarus,MultiFamily,0Units,8Floors,1971to1980,0
09,Glarus,MultiFamily,0Units,8Floors,1981to1990,0
09,Glarus,MultiFamily,0Units,8Floors,1991to2000,0
09,Glarus,MultiFamily,0Units,8Floors,2001to2005,0
09,Glarus,MultiFamily,0Units,8Floors,2006to2013,0
09,Glarus,MultiFamily,0Units,9Floors,1918AndBefore,0
09,Glarus,MultiFamily,0Units,9Floors,1919to1945,0
09,Glarus,MultiFamily,0Units,9Floors,1946to1960,0
09,Glarus,MultiFamily,0Units,9Floors,1961to1970,0
09,Glarus,MultiFamily,0Units,9Floors,1971to1980,0
09,Glarus,MultiFamily,0Units,9Floors,1981to1990,0
09,Glarus,MultiFamily,0Units,9Floors,1991to2000,0
09,Glarus,MultiFamily,0Units,9Floors,2001to2005,0
09,Glarus,MultiFamily,0Units,9Floors,2006to2013,0
09,Glarus,MultiFamily,0Units,10PlusFloors,1918AndBefore,0
09,Glarus,MultiFamily,0Units,10PlusFloors,1919to1945,0
09,Glarus,MultiFamily,0Units,10PlusFloors,1946to1960,0
09,Glarus,MultiFamily,0Units,10PlusFloors,1961to1970,0
09,Glarus,MultiFamily,0Units,10PlusFloors,1971to1980,0
09,Glarus,MultiFamily,0Units,10PlusFloors,1981to1990,0
09,Glarus,MultiFamily,0Units,10PlusFloors,1991to2000,0
09,Glarus,MultiFamily,0Units,10PlusFloors,2001to2005,0
09,Glarus,MultiFamily,0Units,10PlusFloors,2006to2013,0
09,Glarus,MultiFamily,1Unit,1Floor,1918AndBefore,0
09,Glarus,MultiFamily,1Unit,1Floor,1919to1945,0
09,Glarus,MultiFamily,1Unit,1Floor,1946to1960,0
09,Glarus,MultiFamily,1Unit,1Floor,1961to1970,0
09,Glarus,MultiFamily,1Unit,1Floor,1971to1980,0
09,Glarus,MultiFamily,1Unit,1Floor,1981to1990,0
09,Glarus,MultiFamily,1Unit,1Floor,1991to2000,0
09,Glarus,MultiFamily,1Unit,1Floor,2001to2005,0
09,Glarus,MultiFamily,1Unit,1Floor,2006to2013,0
09,Glarus,MultiFamily,1Unit,2Floors,1918AndBefore,0
09,Glarus,MultiFamily,1Unit,2Floors,1919to1945,0
09,Glarus,MultiFamily,1Unit,2Floors,1946to1960,0
09,Glarus,MultiFamily,1Unit,2Floors,1961to1970,0
09,Glarus,MultiFamily,1Unit,2Floors,1971to1980,0
09,Glarus,MultiFamily,1Unit,2Floors,1981to1990,0
09,Glarus,MultiFamily,1Unit,2Floors,1991to2000,0
09,Glarus,MultiFamily,1Unit,2Floors,2001to2005,0
09,Glarus,MultiFamily,1Unit,2Floors,2006to2013,0
09,Glarus,MultiFamily,1Unit,3Floors,1918AndBefore,0
09,Glarus,MultiFamily,1Unit,3Floors,1919to1945,0
09,Glarus,MultiFamily,1Unit,3Floors,1946to1960,0
09,Glarus,MultiFamily,1Unit,3Floors,1961to1970,0
09,Glarus,MultiFamily,1Unit,3Floors,1971to1980,0
09,Glarus,MultiFamily,1Unit,3Floors,1981to1990,0
09,Glarus,MultiFamily,1Unit,3Floors,1991to2000,0
09,Glarus,MultiFamily,1Unit,3Floors,2001to2005,0
09,Glarus,MultiFamily,1Unit,3Floors,2006to2013,0
09,Glarus,MultiFamily,1Unit,4Floors,1918AndBefore,0
09,Glarus,MultiFamily,1Unit,4Floors,1919to1945,0
09,Glarus,MultiFamily,1Unit,4Floors,1946to1960,0
09,Glarus,MultiFamily,1Unit,4Floors,1961to1970,0
09,Glarus,MultiFamily,1Unit,4Floors,1971to1980,0
09,Glarus,MultiFamily,1Unit,4Floors,1981to1990,0
09,Glarus,MultiFamily,1Unit,4Floors,1991to2000,0
09,Glarus,MultiFamily,1Unit,4Floors,2001to2005,0
09,Glarus,MultiFamily,1Unit,4Floors,2006to2013,0
09,Glarus,MultiFamily,1Unit,5Floors,1918AndBefore,0
09,Glarus,MultiFamily,1Unit,5Floors,1919to1945,0
09,Glarus,MultiFamily,1Unit,5Floors,1946to1960,0
09,Glarus,MultiFamily,1Unit,5Floors,1961to1970,0
09,Glarus,MultiFamily,1Unit,5Floors,1971to1980,0
09,Glarus,MultiFamily,1Unit,5Floors,1981to1990,0
09,Glarus,MultiFamily,1Unit,5Floors,1991to2000,0
09,Glarus,MultiFamily,1Unit,5Floors,2001to2005,0
09,Glarus,MultiFamily,1Unit,5Floors,2006to2013,0
09,Glarus,MultiFamily,1Unit,6Floors,1918AndBefore,0
09,Glarus,MultiFamily,1Unit,6Floors,1919to1945,0
09,Glarus,MultiFamily,1Unit,6Floors,1946to1960,0
09,Glarus,MultiFamily,1Unit,6Floors,1961to1970,0
09,Glarus,MultiFamily,1Unit,6Floors,1971to1980,0
09,Glarus,MultiFamily,1Unit,6Floors,1981to1990,0
09,Glarus,MultiFamily,1Unit,6Floors,1991to2000,0
09,Glarus,MultiFamily,1Unit,6Floors,2001to2005,0
09,Glarus,MultiFamily,1Unit,6Floors,2006to2013,0
09,Glarus,MultiFamily,1Unit,7Floors,1918AndBefore,0
09,Glarus,MultiFamily,1Unit,7Floors,1919to1945,0
09,Glarus,MultiFamily,1Unit,7Floors,1946to1960,0
09,Glarus,MultiFamily,1Unit,7Floors,1961to1970,0
09,Glarus,MultiFamily,1Unit,7Floors,1971to1980,0
09,Glarus,MultiFamily,1Unit,7Floors,1981to1990,0
09,Glarus,MultiFamily,1Unit,7Floors,1991to2000,0
09,Glarus,MultiFamily,1Unit,7Floors,2001to2005,0
09,Glarus,MultiFamily,1Unit,7Floors,2006to2013,0
09,Glarus,MultiFamily,1Unit,8Floors,1918AndBefore,0
09,Glarus,MultiFamily,1Unit,8Floors,1919to1945,0
09,Glarus,MultiFamily,1Unit,8Floors,1946to1960,0
09,Glarus,MultiFamily,1Unit,8Floors,1961to1970,0
09,Glarus,MultiFamily,1Unit,8Floors,1971to1980,0
09,Glarus,MultiFamily,1Unit,8Floors,1981to1990,0
09,Glarus,MultiFamily,1Unit,8Floors,1991to2000,0
09,Glarus,MultiFamily,1Unit,8Floors,2001to2005,0
09,Glarus,MultiFamily,1Unit,8Floors,2006to2013,0
09,Glarus,MultiFamily,1Unit,9Floors,1918AndBefore,0
09,Glarus,MultiFamily,1Unit,9Floors,1919to1945,0
09,Glarus,MultiFamily,1Unit,9Floors,1946to1960,0
09,Glarus,MultiFamily,1Unit,9Floors,1961to1970,0
09,Glarus,MultiFamily,1Unit,9Floors,1971to1980,0
09,Glarus,MultiFamily,1Unit,9Floors,1981to1990,0
09,Glarus,MultiFamily,1Unit,9Floors,1991to2000,0
09,Glarus,MultiFamily,1Unit,9Floors,2001to2005,0
09,Glarus,MultiFamily,1Unit,9Floors,2006to2013,0
09,Glarus,MultiFamily,1Unit,10PlusFloors,1918AndBefore,0
09,Glarus,MultiFamily,1Unit,10PlusFloors,1919to1945,0
09,Glarus,MultiFamily,1Unit,10PlusFloors,1946to1960,0
09,Glarus,MultiFamily,1Unit,10PlusFloors,1961to1970,0
09,Glarus,MultiFamily,1Unit,10PlusFloors,1971to1980,0
09,Glarus,MultiFamily,1Unit,10PlusFloors,1981to1990,0
09,Glarus,MultiFamily,1Unit,10PlusFloors,1991to2000,0
09,Glarus,MultiFamily,1Unit,10PlusFloors,2001to2005,0
09,Glarus,MultiFamily,1Unit,10PlusFloors,2006to2013,0
09,Glarus,MultiFamily,2Units,1Floor,1918AndBefore,3
09,Glarus,MultiFamily,2Units,1Floor,1919to1945,0
09,Glarus,MultiFamily,2Units,1Floor,1946to1960,1
09,Glarus,MultiFamily,2Units,1Floor,1961to1970,4
09,Glarus,MultiFamily,2Units,1Floor,1971to1980,2
09,Glarus,MultiFamily,2Units,1Floor,1981to1990,2
09,Glarus,MultiFamily,2Units,1Floor,1991to2000,1
09,Glarus,MultiFamily,2Units,1Floor,2001to2005,0
09,Glarus,MultiFamily,2Units,1Floor,2006to2013,1
09,Glarus,MultiFamily,2Units,2Floors,1918AndBefore,76
09,Glarus,MultiFamily,2Units,2Floors,1919to1945,15
09,Glarus,MultiFamily,2Units,2Floors,1946to1960,27
09,Glarus,MultiFamily,2Units,2Floors,1961to1970,27
09,Glarus,MultiFamily,2Units,2Floors,1971to1980,28
09,Glarus,MultiFamily,2Units,2Floors,1981to1990,26
09,Glarus,MultiFamily,2Units,2Floors,1991to2000,15
09,Glarus,MultiFamily,2Units,2Floors,2001to2005,0
09,Glarus,MultiFamily,2Units,2Floors,2006to2013,8
09,Glarus,MultiFamily,2Units,3Floors,1918AndBefore,217
09,Glarus,MultiFamily,2Units,3Floors,1919to1945,58
09,Glarus,MultiFamily,2Units,3Floors,1946to1960,20
09,Glarus,MultiFamily,2Units,3Floors,1961to1970,17
09,Glarus,MultiFamily,2Units,3Floors,1971to1980,28
09,Glarus,MultiFamily,2Units,3Floors,1981to1990,35
09,Glarus,MultiFamily,2Units,3Floors,1991to2000,31
09,Glarus,MultiFamily,2Units,3Floors,2001to2005,1
09,Glarus,MultiFamily,2Units,3Floors,2006to2013,9
09,Glarus,MultiFamily,2Units,4Floors,1918AndBefore,71
09,Glarus,MultiFamily,2Units,4Floors,1919to1945,11
09,Glarus,MultiFamily,2Units,4Floors,1946to1960,2
09,Glarus,MultiFamily,2Units,4Floors,1961to1970,0
09,Glarus,MultiFamily,2Units,4Floors,1971to1980,2
09,Glarus,MultiFamily,2Units,4Floors,1981to1990,1
09,Glarus,MultiFamily,2Units,4Floors,1991to2000,2
09,Glarus,MultiFamily,2Units,4Floors,2001to2005,0
09,Glarus,MultiFamily,2Units,4Floors,2006to2013,0
09,Glarus,MultiFamily,2Units,5Floors,1918AndBefore,8
09,Glarus,MultiFamily,2Units,5Floors,1919to1945,0
09,Glarus,MultiFamily,2Units,5Floors,1946to1960,0
09,Glarus,MultiFamily,2Units,5Floors,1961to1970,0
09,Glarus,MultiFamily,2Units,5Floors,1971to1980,0
09,Glarus,MultiFamily,2Units,5Floors,1981to1990,0
09,Glarus,MultiFamily,2Units,5Floors,1991to2000,1
09,Glarus,MultiFamily,2Units,5Floors,2001to2005,0
09,Glarus,MultiFamily,2Units,5Floors,2006to2013,0
09,Glarus,MultiFamily,2Units,6Floors,1918AndBefore,0
09,Glarus,MultiFamily,2Units,6Floors,1919to1945,0
09,Glarus,MultiFamily,2Units,6Floors,1946to1960,0
09,Glarus,MultiFamily,2Units,6Floors,1961to1970,0
09,Glarus,MultiFamily,2Units,6Floors,1971to1980,0
09,Glarus,MultiFamily,2Units,6Floors,1981to1990,0
09,Glarus,MultiFamily,2Units,6Floors,1991to2000,0
09,Glarus,MultiFamily,2Units,6Floors,2001to2005,0
09,Glarus,MultiFamily,2Units,6Floors,2006to2013,0
09,Glarus,MultiFamily,2Units,7Floors,1918AndBefore,0
09,Glarus,MultiFamily,2Units,7Floors,1919to1945,0
09,Glarus,MultiFamily,2Units,7Floors,1946to1960,0
09,Glarus,MultiFamily,2Units,7Floors,1961to1970,0
09,Glarus,MultiFamily,2Units,7Floors,1971to1980,0
09,Glarus,MultiFamily,2Units,7Floors,1981to1990,0
09,Glarus,MultiFamily,2Units,7Floors,1991to2000,0
09,Glarus,MultiFamily,2Units,7Floors,2001to2005,0
09,Glarus,MultiFamily,2Units,7Floors,2006to2013,0
09,Glarus,MultiFamily,2Units,8Floors,1918AndBefore,0
09,Glarus,MultiFamily,2Units,8Floors,1919to1945,0
09,Glarus,MultiFamily,2Units,8Floors,1946to1960,0
09,Glarus,MultiFamily,2Units,8Floors,1961to1970,0
09,Glarus,MultiFamily,2Units,8Floors,1971to1980,0
09,Glarus,MultiFamily,2Units,8Floors,1981to1990,0
09,Glarus,MultiFamily,2Units,8Floors,1991to2000,0
09,Glarus,MultiFamily,2Units,8Floors,2001to2005,0
09,Glarus,MultiFamily,2Units,8Floors,2006to2013,0
09,Glarus,MultiFamily,2Units,9Floors,1918AndBefore,1
09,Glarus,MultiFamily,2Units,9Floors,1919to1945,0
09,Glarus,MultiFamily,2Units,9Floors,1946to1960,0
09,Glarus,MultiFamily,2Units,9Floors,1961to1970,0
09,Glarus,MultiFamily,2Units,9Floors,1971to1980,0
09,Glarus,MultiFamily,2Units,9Floors,1981to1990,0
09,Glarus,MultiFamily,2Units,9Floors,1991to2000,0
09,Glarus,MultiFamily,2Units,9Floors,2001to2005,0
09,Glarus,MultiFamily,2Units,9Floors,2006to2013,0
09,Glarus,MultiFamily,2Units,10PlusFloors,1918AndBefore,0
09,Glarus,MultiFamily,2Units,10PlusFloors,1919to1945,0
09,Glarus,MultiFamily,2Units,10PlusFloors,1946to1960,0
09,Glarus,MultiFamily,2Units,10PlusFloors,1961to1970,0
09,Glarus,MultiFamily,2Units,10PlusFloors,1971to1980,0
09,Glarus,MultiFamily,2Units,10PlusFloors,1981to1990,0
09,Glarus,MultiFamily,2Units,10PlusFloors,1991to2000,0
09,Glarus,MultiFamily,2Units,10PlusFloors,2001to2005,0
09,Glarus,MultiFamily,2Units,10PlusFloors,2006to2013,0
09,Glarus,MultiFamily,3to5Units,1Floor,1918AndBefore,0
09,Glarus,MultiFamily,3to5Units,1Floor,1919to1945,0
09,Glarus,MultiFamily,3to5Units,1Floor,1946to1960,0
09,Glarus,MultiFamily,3to5Units,1Floor,1961to1970,1
09,Glarus,MultiFamily,3to5Units,1Floor,1971to1980,0
09,Glarus,MultiFamily,3to5Units,1Floor,1981to1990,0
09,Glarus,MultiFamily,3to5Units,1Floor,1991to2000,0
09,Glarus,MultiFamily,3to5Units,1Floor,2001to2005,0
09,Glarus,MultiFamily,3to5Units,1Floor,2006to2013,0
09,Glarus,MultiFamily,3to5Units,2Floors,1918AndBefore,9
09,Glarus,MultiFamily,3to5Units,2Floors,1919to1945,3
09,Glarus,MultiFamily,3to5Units,2Floors,1946to1960,12
09,Glarus,MultiFamily,3to5Units,2Floors,1961to1970,6
09,Glarus,MultiFamily,3to5Units,2Floors,1971to1980,2
09,Glarus,MultiFamily,3to5Units,2Floors,1981to1990,0
09,Glarus,MultiFamily,3to5Units,2Floors,1991to2000,2
09,Glarus,MultiFamily,3to5Units,2Floors,2001to2005,0
09,Glarus,MultiFamily,3to5Units,2Floors,2006to2013,1
09,Glarus,MultiFamily,3to5Units,3Floors,1918AndBefore,77
09,Glarus,MultiFamily,3to5Units,3Floors,1919to1945,29
09,Glarus,MultiFamily,3to5Units,3Floors,1946to1960,29
09,Glarus,MultiFamily,3to5Units,3Floors,1961to1970,15
09,Glarus,MultiFamily,3to5Units,3Floors,1971to1980,26
09,Glarus,MultiFamily,3to5Units,3Floors,1981to1990,9
09,Glarus,MultiFamily,3to5Units,3Floors,1991to2000,21
09,Glarus,MultiFamily,3to5Units,3Floors,2001to2005,2
09,Glarus,MultiFamily,3to5Units,3Floors,2006to2013,11
09,Glarus,MultiFamily,3to5Units,4Floors,1918AndBefore,134
09,Glarus,MultiFamily,3to5Units,4Floors,1919to1945,32
09,Glarus,MultiFamily,3to5Units,4Floors,1946to1960,19
09,Glarus,MultiFamily,3to5Units,4Floors,1961to1970,9
09,Glarus,MultiFamily,3to5Units,4Floors,1971to1980,12
09,Glarus,MultiFamily,3to5Units,4Floors,1981to1990,16
09,Glarus,MultiFamily,3to5Units,4Floors,1991to2000,24
09,Glarus,MultiFamily,3to5Units,4Floors,2001to2005,4
09,Glarus,MultiFamily,3to5Units,4Floors,2006to2013,5
09,Glarus,MultiFamily,3to5Units,5Floors,1918AndBefore,26
09,Glarus,MultiFamily,3to5Units,5Floors,1919to1945,2
09,Glarus,MultiFamily,3to5Units,5Floors,1946to1960,1
09,Glarus,MultiFamily,3to5Units,5Floors,1961to1970,0
09,Glarus,MultiFamily,3to5Units,5Floors,1971to1980,3
09,Glarus,MultiFamily,3to5Units,5Floors,1981to1990,5
09,Glarus,MultiFamily,3to5Units,5Floors,1991to2000,3
09,Glarus,MultiFamily,3to5Units,5Floors,2001to2005,0
09,Glarus,MultiFamily,3to5Units,5Floors,2006to2013,0
09,Glarus,MultiFamily,3to5Units,6Floors,1918AndBefore,0
09,Glarus,MultiFamily,3to5Units,6Floors,1919to1945,0
09,Glarus,MultiFamily,3to5Units,6Floors,1946to1960,0
09,Glarus,MultiFamily,3to5Units,6Floors,1961to1970,0
09,Glarus,MultiFamily,3to5Units,6Floors,1971to1980,1
09,Glarus,MultiFamily,3to5Units,6Floors,1981to1990,2
09,Glarus,MultiFamily,3to5Units,6Floors,1991to2000,0
09,Glarus,MultiFamily,3to5Units,6Floors,2001to2005,0
09,Glarus,MultiFamily,3to5Units,6Floors,2006to2013,0
09,Glarus,MultiFamily,3to5Units,7Floors,1918AndBefore,0
09,Glarus,MultiFamily,3to5Units,7Floors,1919to1945,0
09,Glarus,MultiFamily,3to5Units,7Floors,1946to1960,0
09,Glarus,MultiFamily,3to5Units,7Floors,1961to1970,0
09,Glarus,MultiFamily,3to5Units,7Floors,1971to1980,0
09,Glarus,MultiFamily,3to5Units,7Floors,1981to1990,0
09,Glarus,MultiFamily,3to5Units,7Floors,1991to2000,0
09,Glarus,MultiFamily,3to5Units,7Floors,2001to2005,0
09,Glarus,MultiFamily,3to5Units,7Floors,2006to2013,0
09,Glarus,MultiFamily,3to5Units,8Floors,1918AndBefore,0
09,Glarus,MultiFamily,3to5Units,8Floors,1919to1945,0
09,Glarus,MultiFamily,3to5Units,8Floors,1946to1960,0
09,Glarus,MultiFamily,3to5Units,8Floors,1961to1970,0
09,Glarus,MultiFamily,3to5Units,8Floors,1971to1980,0
09,Glarus,MultiFamily,3to5Units,8Floors,1981to1990,0
09,Glarus,MultiFamily,3to5Units,8Floors,1991to2000,0
09,Glarus,MultiFamily,3to5Units,8Floors,2001to2005,0
09,Glarus,MultiFamily,3to5Units,8Floors,2006to2013,0
09,Glarus,MultiFamily,3to5Units,9Floors,1918AndBefore,0
09,Glarus,MultiFamily,3to5Units,9Floors,1919to1945,0
09,Glarus,MultiFamily,3to5Units,9Floors,1946to1960,0
09,Glarus,MultiFamily,3to5Units,9Floors,1961to1970,0
09,Glarus,MultiFamily,3to5Units,9Floors,1971to1980,0
09,Glarus,MultiFamily,3to5Units,9Floors,1981to1990,0
09,Glarus,MultiFamily,3to5Units,9Floors,1991to2000,0
09,Glarus,MultiFamily,3to5Units,9Floors,2001to2005,0
09,Glarus,MultiFamily,3to5Units,9Floors,2006to2013,0
09,Glarus,MultiFamily,3to5Units,10PlusFloors,1918AndBefore,0
09,Glarus,MultiFamily,3to5Units,10PlusFloors,1919to1945,0
09,Glarus,MultiFamily,3to5Units,10PlusFloors,1946to1960,0
09,Glarus,MultiFamily,3to5Units,10PlusFloors,1961to1970,0
09,Glarus,MultiFamily,3to5Units,10PlusFloors,1971to1980,0
09,Glarus,MultiFamily,3to5Units,10PlusFloors,1981to1990,0
09,Glarus,MultiFamily,3to5Units,10PlusFloors,1991to2000,0
09,Glarus,MultiFamily,3to5Units,10PlusFloors,2001to2005,0
09,Glarus,MultiFamily,3to5Units,10PlusFloors,2006to2013,0
09,Glarus,MultiFamily,6to9Units,1Floor,1918AndBefore,0
09,Glarus,MultiFamily,6to9Units,1Floor,1919to1945,0
09,Glarus,MultiFamily,6to9Units,1Floor,1946to1960,0
09,Glarus,MultiFamily,6to9Units,1Floor,1961to1970,0
09,Glarus,MultiFamily,6to9Units,1Floor,1971to1980,0
09,Glarus,MultiFamily,6to9Units,1Floor,1981to1990,0
09,Glarus,MultiFamily,6to9Units,1Floor,1991to2000,0
09,Glarus,MultiFamily,6to9Units,1Floor,2001to2005,0
09,Glarus,MultiFamily,6to9Units,1Floor,2006to2013,0
09,Glarus,MultiFamily,6to9Units,2Floors,1918AndBefore,0
09,Glarus,MultiFamily,6to9Units,2Floors,1919to1945,0
09,Glarus,MultiFamily,6to9Units,2Floors,1946to1960,1
09,Glarus,MultiFamily,6to9Units,2Floors,1961to1970,2
09,Glarus,MultiFamily,6to9Units,2Floors,1971to1980,1
09,Glarus,MultiFamily,6to9Units,2Floors,1981to1990,0
09,Glarus,MultiFamily,6to9Units,2Floors,1991to2000,1
09,Glarus,MultiFamily,6to9Units,2Floors,2001to2005,0
09,Glarus,MultiFamily,6to9Units,2Floors,2006to2013,1
09,Glarus,MultiFamily,6to9Units,3Floors,1918AndBefore,9
09,Glarus,MultiFamily,6to9Units,3Floors,1919to1945,2
09,Glarus,MultiFamily,6to9Units,3Floors,1946to1960,18
09,Glarus,MultiFamily,6to9Units,3Floors,1961to1970,18
09,Glarus,MultiFamily,6to9Units,3Floors,1971to1980,14
09,Glarus,MultiFamily,6to9Units,3Floors,1981to1990,11
09,Glarus,MultiFamily,6to9Units,3Floors,1991to2000,5
09,Glarus,MultiFamily,6to9Units,3Floors,2001to2005,4
09,Glarus,MultiFamily,6to9Units,3Floors,2006to2013,12
09,Glarus,MultiFamily,6to9Units,4Floors,1918AndBefore,15
09,Glarus,MultiFamily,6to9Units,4Floors,1919to1945,12
09,Glarus,MultiFamily,6to9Units,4Floors,1946to1960,23
09,Glarus,MultiFamily,6to9Units,4Floors,1961to1970,34
09,Glarus,MultiFamily,6to9Units,4Floors,1971to1980,24
09,Glarus,MultiFamily,6to9Units,4Floors,1981to1990,19
09,Glarus,MultiFamily,6to9Units,4Floors,1991to2000,26
09,Glarus,MultiFamily,6to9Units,4Floors,2001to2005,0
09,Glarus,MultiFamily,6to9Units,4Floors,2006to2013,24
09,Glarus,MultiFamily,6to9Units,5Floors,1918AndBefore,6
09,Glarus,MultiFamily,6to9Units,5Floors,1919to1945,1
09,Glarus,MultiFamily,6to9Units,5Floors,1946to1960,1
09,Glarus,MultiFamily,6to9Units,5Floors,1961to1970,11
09,Glarus,MultiFamily,6to9Units,5Floors,1971to1980,10
09,Glarus,MultiFamily,6to9Units,5Floors,1981to1990,6
09,Glarus,MultiFamily,6to9Units,5Floors,1991to2000,11
09,Glarus,MultiFamily,6to9Units,5Floors,2001to2005,0
09,Glarus,MultiFamily,6to9Units,5Floors,2006to2013,1
09,Glarus,MultiFamily,6to9Units,6Floors,1918AndBefore,1
09,Glarus,MultiFamily,6to9Units,6Floors,1919to1945,0
09,Glarus,MultiFamily,6to9Units,6Floors,1946to1960,0
09,Glarus,MultiFamily,6to9Units,6Floors,1961to1970,0
09,Glarus,MultiFamily,6to9Units,6Floors,1971to1980,0
09,Glarus,MultiFamily,6to9Units,6Floors,1981to1990,0
09,Glarus,MultiFamily,6to9Units,6Floors,1991to2000,0
09,Glarus,MultiFamily,6to9Units,6Floors,2001to2005,0
09,Glarus,MultiFamily,6to9Units,6Floors,2006to2013,2
09,Glarus,MultiFamily,6to9Units,7Floors,1918AndBefore,0
09,Glarus,MultiFamily,6to9Units,7Floors,1919to1945,0
09,Glarus,MultiFamily,6to9Units,7Floors,1946to1960,0
09,Glarus,MultiFamily,6to9Units,7Floors,1961to1970,0
09,Glarus,MultiFamily,6to9Units,7Floors,1971to1980,0
09,Glarus,MultiFamily,6to9Units,7Floors,1981to1990,1
09,Glarus,MultiFamily,6to9Units,7Floors,1991to2000,1
09,Glarus,MultiFamily,6to9Units,7Floors,2001to2005,0
09,Glarus,MultiFamily,6to9Units,7Floors,2006to2013,0
09,Glarus,MultiFamily,6to9Units,8Floors,1918AndBefore,0
09,Glarus,MultiFamily,6to9Units,8Floors,1919to1945,0
09,Glarus,MultiFamily,6to9Units,8Floors,1946to1960,0
09,Glarus,MultiFamily,6to9Units,8Floors,1961to1970,0
09,Glarus,MultiFamily,6to9Units,8Floors,1971to1980,0
09,Glarus,MultiFamily,6to9Units,8Floors,1981to1990,1
09,Glarus,MultiFamily,6to9Units,8Floors,1991to2000,0
09,Glarus,MultiFamily,6to9Units,8Floors,2001to2005,0
09,Glarus,MultiFamily,6to9Units,8Floors,2006to2013,0
09,Glarus,MultiFamily,6to9Units,9Floors,1918AndBefore,0
09,Glarus,MultiFamily,6to9Units,9Floors,1919to1945,0
09,Glarus,MultiFamily,6to9Units,9Floors,1946to1960,0
09,Glarus,MultiFamily,6to9Units,9Floors,1961to1970,0
