CantonCode,CantonName,BuildingType,DwellingsPerBuilding,NumberOfFloors,YearBuilt,BuildingCount
11,Jura,NonResidentialMixed,6to9Units,2Floors,1971to1980,0
11,Jura,NonResidentialMixed,6to9Units,2Floors,1981to1990,0
11,Jura,NonResidentialMixed,6to9Units,2Floors,1991to2000,0
11,Jura,NonResidentialMixed,6to9Units,2Floors,2001to2005,0
11,Jura,NonResidentialMixed,6to9Units,2Floors,2006to2013,0
11,Jura,NonResidentialMixed,6to9Units,3Floors,1918AndBefore,7
11,Jura,NonResidentialMixed,6to9Units,3Floors,1919to1945,0
11,Jura,NonResidentialMixed,6to9Units,3Floors,1946to1960,0
11,Jura,NonResidentialMixed,6to9Units,3Floors,1961to1970,2
11,Jura,NonResidentialMixed,6to9Units,3Floors,1971to1980,3
11,Jura,NonResidentialMixed,6to9Units,3Floors,1981to1990,1
11,Jura,NonResidentialMixed,6to9Units,3Floors,1991to2000,2
11,Jura,NonResidentialMixed,6to9Units,3Floors,2001to2005,0
11,Jura,NonResidentialMixed,6to9Units,3Floors,2006to2013,1
11,Jura,NonResidentialMixed,6to9Units,4Floors,1918AndBefore,8
11,Jura,NonResidentialMixed,6to9Units,4Floors,1919to1945,5
11,Jura,NonResidentialMixed,6to9Units,4Floors,1946to1960,2
11,Jura,NonResidentialMixed,6to9Units,4Floors,1961to1970,2
11,Jura,NonResidentialMixed,6to9Units,4Floors,1971to1980,0
11,Jura,NonResidentialMixed,6to9Units,4Floors,1981to1990,2
11,Jura,NonResidentialMixed,6to9Units,4Floors,1991to2000,2
11,Jura,NonResidentialMixed,6to9Units,4Floors,2001to2005,0
11,Jura,NonResidentialMixed,6to9Units,4Floors,2006to2013,0
11,Jura,NonResidentialMixed,6to9Units,5Floors,1918AndBefore,5
11,Jura,NonResidentialMixed,6to9Units,5Floors,1919to1945,1
11,Jura,NonResidentialMixed,6to9Units,5Floors,1946to1960,1
11,Jura,NonResidentialMixed,6to9Units,5Floors,1961to1970,2
11,Jura,NonResidentialMixed,6to9Units,5Floors,1971to1980,0
11,Jura,NonResidentialMixed,6to9Units,5Floors,1981to1990,0
11,Jura,NonResidentialMixed,6to9Units,5Floors,1991to2000,2
11,Jura,NonResidentialMixed,6to9Units,5Floors,2001to2005,0
11,Jura,NonResidentialMixed,6to9Units,5Floors,2006to2013,0
11,Jura,NonResidentialMixed,6to9Units,6Floors,1918AndBefore,0
11,Jura,NonResidentialMixed,6to9Units,6Floors,1919to1945,0
11,Jura,NonResidentialMixed,6to9Units,6Floors,1946to1960,0
11,Jura,NonResidentialMixed,6to9Units,6Floors,1961to1970,0
11,Jura,NonResidentialMixed,6to9Units,6Floors,1971to1980,0
11,Jura,NonResidentialMixed,6to9Units,6Floors,1981to1990,0
11,Jura,NonResidentialMixed,6to9Units,6Floors,1991to2000,0
11,Jura,NonResidentialMixed,6to9Units,6Floors,2001to2005,0
11,Jura,NonResidentialMixed,6to9Units,6Floors,2006to2013,2
11,Jura,NonResidentialMixed,6to9Units,7Floors,1918AndBefore,0
11,Jura,NonResidentialMixed,6to9Units,7Floors,1919to1945,0
11,Jura,NonResidentialMixed,6to9Units,7Floors,1946to1960,0
11,Jura,NonResidentialMixed,6to9Units,7Floors,1961to1970,0
11,Jura,NonResidentialMixed,6to9Units,7Floors,1971to1980,0
11,Jura,NonResidentialMixed,6to9Units,7Floors,1981to1990,0
11,Jura,NonResidentialMixed,6to9Units,7Floors,1991to2000,0
11,Jura,NonResidentialMixed,6to9Units,7Floors,2001to2005,0
11,Jura,NonResidentialMixed,6to9Units,7Floors,2006to2013,0
11,Jura,NonResidentialMixed,6to9Units,8Floors,1918AndBefore,0
11,Jura,NonResidentialMixed,6to9Units,8Floors,1919to1945,0
11,Jura,NonResidentialMixed,6to9Units,8Floors,1946to1960,0
11,Jura,NonResidentialMixed,6to9Units,8Floors,1961to1970,0
11,Jura,NonResidentialMixed,6to9Units,8Floors,1971to1980,0
11,Jura,NonResidentialMixed,6to9Units,8Floors,1981to1990,0
11,Jura,NonResidentialMixed,6to9Units,8Floors,1991to2000,0
11,Jura,NonResidentialMixed,6to9Units,8Floors,2001to2005,0
11,Jura,NonResidentialMixed,6to9Units,8Floors,2006to2013,0
11,Jura,NonResidentialMixed,6to9Units,9Floors,1918AndBefore,0
11,Jura,NonResidentialMixed,6to9Units,9Floors,1919to1945,0
11,Jura,NonResidentialMixed,6to9Units,9Floors,1946to1960,0
11,Jura,NonResidentialMixed,6to9Units,9Floors,1961to1970,0
11,Jura,NonResidentialMixed,6to9Units,9Floors,1971to1980,0
11,Jura,NonResidentialMixed,6to9Units,9Floors,1981to1990,0
11,Jura,NonResidentialMixed,6to9Units,9Floors,1991to2000,0
11,Jura,NonResidentialMixed,6to9Units,9Floors,2001to2005,0
11,Jura,NonResidentialMixed,6to9Units,9Floors,2006to2013,0
11,Jura,NonResidentialMixed,6to9Units,10PlusFloors,1918AndBefore,0
11,Jura,NonResidentialMixed,6to9Units,10PlusFloors,1919to1945,0
11,Jura,NonResidentialMixed,6to9Units,10PlusFloors,1946to1960,0
11,Jura,NonResidentialMixed,6to9Units,10PlusFloors,1961to1970,0
11,Jura,NonResidentialMixed,6to9Units,10PlusFloors,1971to1980,0
11,Jura,NonResidentialMixed,6to9Units,10PlusFloors,1981to1990,0
11,Jura,NonResidentialMixed,6to9Units,10PlusFloors,1991to2000,0
11,Jura,NonResidentialMixed,6to9Units,10PlusFloors,2001to2005,0
11,Jura,NonResidentialMixed,6to9Units,10PlusFloors,2006to2013,0
11,Jura,NonResidentialMixed,10PlusUnits,1Floor,1918AndBefore,0
11,Jura,NonResidentialMixed,10PlusUnits,1Floor,1919to1945,0
11,Jura,NonResidentialMixed,10PlusUnits,1Floor,1946to1960,0
11,Jura,NonResidentialMixed,10PlusUnits,1Floor,1961to1970,0
11,Jura,NonResidentialMixed,10PlusUnits,1Floor,1971to1980,0
11,Jura,NonResidentialMixed,10PlusUnits,1Floor,1981to1990,0
11,Jura,NonResidentialMixed,10PlusUnits,1Floor,1991to2000,0
11,Jura,NonResidentialMixed,10PlusUnits,1Floor,2001to2005,0
11,Jura,NonResidentialMixed,10PlusUnits,1Floor,2006to2013,0
11,Jura,NonResidentialMixed,10PlusUnits,2Floors,1918AndBefore,0
11,Jura,NonResidentialMixed,10PlusUnits,2Floors,1919to1945,0
11,Jura,NonResidentialMixed,10PlusUnits,2Floors,1946to1960,0
11,Jura,NonResidentialMixed,10PlusUnits,2Floors,1961to1970,0
11,Jura,NonResidentialMixed,10PlusUnits,2Floors,1971to1980,0
11,Jura,NonResidentialMixed,10PlusUnits,2Floors,1981to1990,0
11,Jura,NonResidentialMixed,10PlusUnits,2Floors,1991to2000,0
11,Jura,NonResidentialMixed,10PlusUnits,2Floors,2001to2005,0
11,Jura,NonResidentialMixed,10PlusUnits,2Floors,2006to2013,0
11,Jura,NonResidentialMixed,10PlusUnits,3Floors,1918AndBefore,1
11,Jura,NonResidentialMixed,10PlusUnits,3Floors,1919to1945,1
11,Jura,NonResidentialMixed,10PlusUnits,3Floors,1946to1960,0
11,Jura,NonResidentialMixed,10PlusUnits,3Floors,1961to1970,0
11,Jura,NonResidentialMixed,10PlusUnits,3Floors,1971to1980,0
11,Jura,NonResidentialMixed,10PlusUnits,3Floors,1981to1990,0
11,Jura,NonResidentialMixed,10PlusUnits,3Floors,1991to2000,0
11,Jura,NonResidentialMixed,10PlusUnits,3Floors,2001to2005,0
11,Jura,NonResidentialMixed,10PlusUnits,3Floors,2006to2013,0
11,Jura,NonResidentialMixed,10PlusUnits,4Floors,1918AndBefore,0
11,Jura,NonResidentialMixed,10PlusUnits,4Floors,1919to1945,0
11,Jura,NonResidentialMixed,10PlusUnits,4Floors,1946to1960,0
11,Jura,NonResidentialMixed,10PlusUnits,4Floors,1961to1970,1
11,Jura,NonResidentialMixed,10PlusUnits,4Floors,1971to1980,1
11,Jura,NonResidentialMixed,10PlusUnits,4Floors,1981to1990,0
11,Jura,NonResidentialMixed,10PlusUnits,4Floors,1991to2000,0
11,Jura,NonResidentialMixed,10PlusUnits,4Floors,2001to2005,0
11,Jura,NonResidentialMixed,10PlusUnits,4Floors,2006to2013,0
11,Jura,NonResidentialMixed,10PlusUnits,5Floors,1918AndBefore,0
11,Jura,NonResidentialMixed,10PlusUnits,5Floors,1919to1945,3
11,Jura,NonResidentialMixed,10PlusUnits,5Floors,1946to1960,0
11,Jura,NonResidentialMixed,10PlusUnits,5Floors,1961to1970,1
11,Jura,NonResidentialMixed,10PlusUnits,5Floors,1971to1980,1
11,Jura,NonResidentialMixed,10PlusUnits,5Floors,1981to1990,4
11,Jura,NonResidentialMixed,10PlusUnits,5Floors,1991to2000,0
11,Jura,NonResidentialMixed,10PlusUnits,5Floors,2001to2005,0
11,Jura,NonResidentialMixed,10PlusUnits,5Floors,2006to2013,1
11,Jura,NonResidentialMixed,10PlusUnits,6Floors,1918AndBefore,0
11,Jura,NonResidentialMixed,10PlusUnits,6Floors,1919to1945,0
11,Jura,NonResidentialMixed,10PlusUnits,6Floors,1946to1960,0
11,Jura,NonResidentialMixed,10PlusUnits,6Floors,1961to1970,0
11,Jura,NonResidentialMixed,10PlusUnits,6Floors,1971to1980,0
11,Jura,NonResidentialMixed,10PlusUnits,6Floors,1981to1990,1
11,Jura,NonResidentialMixed,10PlusUnits,6Floors,1991to2000,0
11,Jura,NonResidentialMixed,10PlusUnits,6Floors,2001to2005,0
11,Jura,NonResidentialMixed,10PlusUnits,6Floors,2006to2013,0
11,Jura,NonResidentialMixed,10PlusUnits,7Floors,1918AndBefore,0
11,Jura,NonResidentialMixed,10PlusUnits,7Floors,1919to1945,0
11,Jura,NonResidentialMixed,10PlusUnits,7Floors,1946to1960,0
11,Jura,NonResidentialMixed,10PlusUnits,7Floors,1961to1970,0
11,Jura,NonResidentialMixed,10PlusUnits,7Floors,1971to1980,0
11,Jura,NonResidentialMixed,10PlusUnits,7Floors,1981to1990,0
11,Jura,NonResidentialMixed,10PlusUnits,7Floors,1991to2000,0
11,Jura,NonResidentialMixed,10PlusUnits,7Floors,2001to2005,0
11,Jura,NonResidentialMixed,10PlusUnits,7Floors,2006to2013,0
11,Jura,NonResidentialMixed,10PlusUnits,8Floors,1918AndBefore,0
11,Jura,NonResidentialMixed,10PlusUnits,8Floors,1919to1945,0
11,Jura,NonResidentialMixed,10PlusUnits,8Floors,1946to1960,0
11,Jura,NonResidentialMixed,10PlusUnits,8Floors,1961to1970,0
11,Jura,NonResidentialMixed,10PlusUnits,8Floors,1971to1980,0
11,Jura,NonResidentialMixed,10PlusUnits,8Floors,1981to1990,0
11,Jura,NonResidentialMixed,10PlusUnits,8Floors,1991to2000,0
11,Jura,NonResidentialMixed,10PlusUnits,8Floors,2001to2005,0
11,Jura,NonResidentialMixed,10PlusUnits,8Floors,2006to2013,0
11,Jura,NonResidentialMixed,10PlusUnits,9Floors,1918AndBefore,0
11,Jura,NonResidentialMixed,10PlusUnits,9Floors,1919to1945,0
11,Jura,NonResidentialMixed,10PlusUnits,9Floors,1946to1960,0
11,Jura,NonResidentialMixed,10PlusUnits,9Floors,1961to1970,0
11,Jura,NonResidentialMixed,10PlusUnits,9Floors,1971to1980,0
11,Jura,NonResidentialMixed,10PlusUnits,9Floors,1981to1990,0
11,Jura,NonResidentialMixed,10PlusUnits,9Floors,1991to2000,0
11,Jura,NonResidentialMixed,10PlusUnits,9Floors,2001to2005,0
11,Jura,NonResidentialMixed,10PlusUnits,9Floors,2006to2013,0
11,Jura,NonResidentialMixed,10PlusUnits,10PlusFloors,1918AndBefore,0
11,Jura,NonResidentialMixed,10PlusUnits,10PlusFloors,1919to1945,0
11,Jura,NonResidentialMixed,10PlusUnits,10PlusFloors,1946to1960,0
11,Jura,NonResidentialMixed,10PlusUnits,10PlusFloors,1961to1970,0
11,Jura,NonResidentialMixed,10PlusUnits,10PlusFloors,1971to1980,0
11,Jura,NonResidentialMixed,10PlusUnits,10PlusFloors,1981to1990,0
11,Jura,NonResidentialMixed,10PlusUnits,10PlusFloors,1991to2000,0
11,Jura,NonResidentialMixed,10PlusUnits,10PlusFloors,2001to2005,0
11,Jura,NonResidentialMixed,10PlusUnits,10PlusFloors,2006to2013,0
12,Luzern,SingleFamily,0Units,1Floor,1918AndBefore,0
12,Luzern,SingleFamily,0Units,1Floor,1919to1945,0
12,Luzern,SingleFamily,0Units,1Floor,1946to1960,0
12,Luzern,SingleFamily,0Units,1Floor,1961to1970,0
12,Luzern,SingleFamily,0Units,1Floor,1971to1980,0
12,Luzern,SingleFamily,0Units,1Floor,1981to1990,0
12,Luzern,SingleFamily,0Units,1Floor,1991to2000,0
12,Luzern,SingleFamily,0Units,1Floor,2001to2005,0
12,Luzern,SingleFamily,0Units,1Floor,2006to2013,0
12,Luzern,SingleFamily,0Units,2Floors,1918AndBefore,0
12,Luzern,SingleFamily,0Units,2Floors,1919to1945,0
12,Luzern,SingleFamily,0Units,2Floors,1946to1960,0
12,Luzern,SingleFamily,0Units,2Floors,1961to1970,0
12,Luzern,SingleFamily,0Units,2Floors,1971to1980,0
12,Luzern,SingleFamily,0Units,2Floors,1981to1990,0
12,Luzern,SingleFamily,0Units,2Floors,1991to2000,0
12,Luzern,SingleFamily,0Units,2Floors,2001to2005,0
12,Luzern,SingleFamily,0Units,2Floors,2006to2013,0
12,Luzern,SingleFamily,0Units,3Floors,1918AndBefore,0
12,Luzern,SingleFamily,0Units,3Floors,1919to1945,0
12,Luzern,SingleFamily,0Units,3Floors,1946to1960,0
12,Luzern,SingleFamily,0Units,3Floors,1961to1970,0
12,Luzern,SingleFamily,0Units,3Floors,1971to1980,0
12,Luzern,SingleFamily,0Units,3Floors,1981to1990,0
12,Luzern,SingleFamily,0Units,3Floors,1991to2000,0
12,Luzern,SingleFamily,0Units,3Floors,2001to2005,0
12,Luzern,SingleFamily,0Units,3Floors,2006to2013,0
12,Luzern,SingleFamily,0Units,4Floors,1918AndBefore,0
12,Luzern,SingleFamily,0Units,4Floors,1919to1945,0
12,Luzern,SingleFamily,0Units,4Floors,1946to1960,0
12,Luzern,SingleFamily,0Units,4Floors,1961to1970,0
12,Luzern,SingleFamily,0Units,4Floors,1971to1980,0
12,Luzern,SingleFamily,0Units,4Floors,1981to1990,0
12,Luzern,SingleFamily,0Units,4Floors,1991to2000,0
12,Luzern,SingleFamily,0Units,4Floors,2001to2005,0
12,Luzern,SingleFamily,0Units,4Floors,2006to2013,0
12,Luzern,SingleFamily,0Units,5Floors,1918AndBefore,0
12,Luzern,SingleFamily,0Units,5Floors,1919to1945,0
12,Luzern,SingleFamily,0Units,5Floors,1946to1960,0
12,Luzern,SingleFamily,0Units,5Floors,1961to1970,0
12,Luzern,SingleFamily,0Units,5Floors,1971to1980,0
12,Luzern,SingleFamily,0Units,5Floors,1981to1990,0
12,Luzern,SingleFamily,0Units,5Floors,1991to2000,0
12,Luzern,SingleFamily,0Units,5Floors,2001to2005,0
12,Luzern,SingleFamily,0Units,5Floors,2006to2013,0
12,Luzern,SingleFamily,0Units,6Floors,1918AndBefore,0
12,Luzern,SingleFamily,0Units,6Floors,1919to1945,0
12,Luzern,SingleFamily,0Units,6Floors,1946to1960,0
12,Luzern,SingleFamily,0Units,6Floors,1961to1970,0
12,Luzern,SingleFamily,0Units,6Floors,1971to1980,0
12,Luzern,SingleFamily,0Units,6Floors,1981to1990,0
12,Luzern,SingleFamily,0Units,6Floors,1991to2000,0
12,Luzern,SingleFamily,0Units,6Floors,2001to2005,0
12,Luzern,SingleFamily,0Units,6Floors,2006to2013,0
12,Luzern,SingleFamily,0Units,7Floors,1918AndBefore,0
12,Luzern,SingleFamily,0Units,7Floors,1919to1945,0
12,Luzern,SingleFamily,0Units,7Floors,1946to1960,0
12,Luzern,SingleFamily,0Units,7Floors,1961to1970,0
12,Luzern,SingleFamily,0Units,7Floors,1971to1980,0
12,Luzern,SingleFamily,0Units,7Floors,1981to1990,0
12,Luzern,SingleFamily,0Units,7Floors,1991to2000,0
12,Luzern,SingleFamily,0Units,7Floors,2001to2005,0
12,Luzern,SingleFamily,0Units,7Floors,2006to2013,0
12,Luzern,SingleFamily,0Units,8Floors,1918AndBefore,0
12,Luzern,SingleFamily,0Units,8Floors,1919to1945,0
12,Luzern,SingleFamily,0Units,8Floors,1946to1960,0
12,Luzern,SingleFamily,0Units,8Floors,1961to1970,0
12,Luzern,SingleFamily,0Units,8Floors,1971to1980,0
12,Luzern,SingleFamily,0Units,8Floors,1981to1990,0
12,Luzern,SingleFamily,0Units,8Floors,1991to2000,0
12,Luzern,SingleFamily,0Units,8Floors,2001to2005,0
12,Luzern,SingleFamily,0Units,8Floors,2006to2013,0
12,Luzern,SingleFamily,0Units,9Floors,1918AndBefore,0
12,Luzern,SingleFamily,0Units,9Floors,1919to1945,0
12,Luzern,SingleFamily,0Units,9Floors,1946to1960,0
12,Luzern,SingleFamily,0Units,9Floors,1961to1970,0
12,Luzern,SingleFamily,0Units,9Floors,1971to1980,0
12,Luzern,SingleFamily,0Units,9Floors,1981to1990,0
12,Luzern,SingleFamily,0Units,9Floors,1991to2000,0
12,Luzern,SingleFamily,0Units,9Floors,2001to2005,0
12,Luzern,SingleFamily,0Units,9Floors,2006to2013,0
12,Luzern,SingleFamily,0Units,10PlusFloors,1918AndBefore,0
12,Luzern,SingleFamily,0Units,10PlusFloors,1919to1945,0
12,Luzern,SingleFamily,0Units,10PlusFloors,1946to1960,0
12,Luzern,SingleFamily,0Units,10PlusFloors,1961to1970,0
12,Luzern,SingleFamily,0Units,10PlusFloors,1971to1980,0
12,Luzern,SingleFamily,0Units,10PlusFloors,1981to1990,0
12,Luzern,SingleFamily,0Units,10PlusFloors,1991to2000,0
12,Luzern,SingleFamily,0Units,10PlusFloors,2001to2005,0
12,Luzern,SingleFamily,0Units,10PlusFloors,2006to2013,0
12,Luzern,SingleFamily,1Unit,1Floor,1918AndBefore,101
12,Luzern,SingleFamily,1Unit,1Floor,1919to1945,116
12,Luzern,SingleFamily,1Unit,1Floor,1946to1960,273
12,Luzern,SingleFamily,1Unit,1Floor,1961to1970,590
12,Luzern,SingleFamily,1Unit,1Floor,1971to1980,688
12,Luzern,SingleFamily,1Unit,1Floor,1981to1990,343
12,Luzern,SingleFamily,1Unit,1Floor,1991to2000,181
12,Luzern,SingleFamily,1Unit,1Floor,2001to2005,103
12,Luzern,SingleFamily,1Unit,1Floor,2006to2013,168
12,Luzern,SingleFamily,1Unit,2Floors,1918AndBefore,1575
12,Luzern,SingleFamily,1Unit,2Floors,1919to1945,1335
12,Luzern,SingleFamily,1Unit,2Floors,1946to1960,1977
12,Luzern,SingleFamily,1Unit,2Floors,1961to1970,1832
12,Luzern,SingleFamily,1Unit,2Floors,1971to1980,3205
12,Luzern,SingleFamily,1Unit,2Floors,1981to1990,3550
12,Luzern,SingleFamily,1Unit,2Floors,1991to2000,2811
12,Luzern,SingleFamily,1Unit,2Floors,2001to2005,1701
12,Luzern,SingleFamily,1Unit,2Floors,2006to2013,2649
12,Luzern,SingleFamily,1Unit,3Floors,1918AndBefore,626
12,Luzern,SingleFamily,1Unit,3Floors,1919to1945,635
12,Luzern,SingleFamily,1Unit,3Floors,1946to1960,282
12,Luzern,SingleFamily,1Unit,3Floors,1961to1970,252
12,Luzern,SingleFamily,1Unit,3Floors,1971to1980,791
12,Luzern,SingleFamily,1Unit,3Floors,1981to1990,1552
12,Luzern,SingleFamily,1Unit,3Floors,1991to2000,2213
12,Luzern,SingleFamily,1Unit,3Floors,2001to2005,841
12,Luzern,SingleFamily,1Unit,3Floors,2006to2013,959
12,Luzern,SingleFamily,1Unit,4Floors,1918AndBefore,44
12,Luzern,SingleFamily,1Unit,4Floors,1919to1945,32
12,Luzern,SingleFamily,1Unit,4Floors,1946to1960,9
12,Luzern,SingleFamily,1Unit,4Floors,1961to1970,12
12,Luzern,SingleFamily,1Unit,4Floors,1971to1980,34
12,Luzern,SingleFamily,1Unit,4Floors,1981to1990,77
12,Luzern,SingleFamily,1Unit,4Floors,1991to2000,95
12,Luzern,SingleFamily,1Unit,4Floors,2001to2005,13
12,Luzern,SingleFamily,1Unit,4Floors,2006to2013,34
12,Luzern,SingleFamily,1Unit,5Floors,1918AndBefore,0
12,Luzern,SingleFamily,1Unit,5Floors,1919to1945,1
12,Luzern,SingleFamily,1Unit,5Floors,1946to1960,2
12,Luzern,SingleFamily,1Unit,5Floors,1961to1970,3
12,Luzern,SingleFamily,1Unit,5Floors,1971to1980,9
12,Luzern,SingleFamily,1Unit,5Floors,1981to1990,3
12,Luzern,SingleFamily,1Unit,5Floors,1991to2000,1
12,Luzern,SingleFamily,1Unit,5Floors,2001to2005,1
12,Luzern,SingleFamily,1Unit,5Floors,2006to2013,1
12,Luzern,SingleFamily,1Unit,6Floors,1918AndBefore,0
12,Luzern,SingleFamily,1Unit,6Floors,1919to1945,0
12,Luzern,SingleFamily,1Unit,6Floors,1946to1960,0
12,Luzern,SingleFamily,1Unit,6Floors,1961to1970,0
12,Luzern,SingleFamily,1Unit,6Floors,1971to1980,0
12,Luzern,SingleFamily,1Unit,6Floors,1981to1990,0
12,Luzern,SingleFamily,1Unit,6Floors,1991to2000,0
12,Luzern,SingleFamily,1Unit,6Floors,2001to2005,0
12,Luzern,SingleFamily,1Unit,6Floors,2006to2013,0
12,Luzern,SingleFamily,1Unit,7Floors,1918AndBefore,0
12,Luzern,SingleFamily,1Unit,7Floors,1919to1945,0
12,Luzern,SingleFamily,1Unit,7Floors,1946to1960,0
12,Luzern,SingleFamily,1Unit,7Floors,1961to1970,0
12,Luzern,SingleFamily,1Unit,7Floors,1971to1980,0
12,Luzern,SingleFamily,1Unit,7Floors,1981to1990,0
12,Luzern,SingleFamily,1Unit,7Floors,1991to2000,0
12,Luzern,SingleFamily,1Unit,7Floors,2001to2005,0
12,Luzern,SingleFamily,1Unit,7Floors,2006to2013,0
12,Luzern,SingleFamily,1Unit,8Floors,1918AndBefore,0
12,Luzern,SingleFamily,1Unit,8Floors,1919to1945,0
12,Luzern,SingleFamily,1Unit,8Floors,1946to1960,0
12,Luzern,SingleFamily,1Unit,8Floors,1961to1970,0
12,Luzern,SingleFamily,1Unit,8Floors,1971to1980,0
12,Luzern,SingleFamily,1Unit,8Floors,1981to1990,0
12,Luzern,SingleFamily,1Unit,8Floors,1991to2000,0
12,Luzern,SingleFamily,1Unit,8Floors,2001to2005,0
12,Luzern,SingleFamily,1Unit,8Floors,2006to2013,0
12,Luzern,SingleFamily,1Unit,9Floors,1918AndBefore,0
12,Luzern,SingleFamily,1Unit,9Floors,1919to1945,0
12,Luzern,SingleFamily,1Unit,9Floors,1946to1960,0
12,Luzern,SingleFamily,1Unit,9Floors,1961to1970,0
12,Luzern,SingleFamily,1Unit,9Floors,1971to1980,0
12,Luzern,SingleFamily,1Unit,9Floors,1981to1990,0
12,Luzern,SingleFamily,1Unit,9Floors,1991to2000,0
12,Luzern,SingleFamily,1Unit,9Floors,2001to2005,0
12,Luzern,SingleFamily,1Unit,9Floors,2006to2013,0
12,Luzern,SingleFamily,1Unit,10PlusFloors,1918AndBefore,0
12,Luzern,SingleFamily,1Unit,10PlusFloors,1919to1945,0
12,Luzern,SingleFamily,1Unit,10PlusFloors,1946to1960,0
12,Luzern,SingleFamily,1Unit,10PlusFloors,1961to1970,0
12,Luzern,SingleFamily,1Unit,10PlusFloors,1971to1980,0
12,Luzern,SingleFamily,1Unit,10PlusFloors,1981to1990,0
12,Luzern,SingleFamily,1Unit,10PlusFloors,1991to2000,0
12,Luzern,SingleFamily,1Unit,10PlusFloors,2001to2005,0
12,Luzern,SingleFamily,1Unit,10PlusFloors,2006to2013,0
12,Luzern,SingleFamily,2Units,1Floor,1918AndBefore,0
12,Luzern,SingleFamily,2Units,1Floor,1919to1945,0
12,Luzern,SingleFamily,2Units,1Floor,1946to1960,0
12,Luzern,SingleFamily,2Units,1Floor,1961to1970,0
12,Luzern,SingleFamily,2Units,1Floor,1971to1980,0
12,Luzern,SingleFamily,2Units,1Floor,1981to1990,0
12,Luzern,SingleFamily,2Units,1Floor,1991to2000,0
12,Luzern,SingleFamily,2Units,1Floor,2001to2005,0
12,Luzern,SingleFamily,2Units,1Floor,2006to2013,0
12,Luzern,SingleFamily,2Units,2Floors,1918AndBefore,0
12,Luzern,SingleFamily,2Units,2Floors,1919to1945,0
12,Luzern,SingleFamily,2Units,2Floors,1946to1960,0
12,Luzern,SingleFamily,2Units,2Floors,1961to1970,0
12,Luzern,SingleFamily,2Units,2Floors,1971to1980,0
12,Luzern,SingleFamily,2Units,2Floors,1981to1990,0
12,Luzern,SingleFamily,2Units,2Floors,1991to2000,0
12,Luzern,SingleFamily,2Units,2Floors,2001to2005,0
12,Luzern,SingleFamily,2Units,2Floors,2006to2013,0
12,Luzern,SingleFamily,2Units,3Floors,1918AndBefore,0
12,Luzern,SingleFamily,2Units,3Floors,1919to1945,0
12,Luzern,SingleFamily,2Units,3Floors,1946to1960,0
12,Luzern,SingleFamily,2Units,3Floors,1961to1970,0
12,Luzern,SingleFamily,2Units,3Floors,1971to1980,0
12,Luzern,SingleFamily,2Units,3Floors,1981to1990,0
12,Luzern,SingleFamily,2Units,3Floors,1991to2000,0
12,Luzern,SingleFamily,2Units,3Floors,2001to2005,0
12,Luzern,SingleFamily,2Units,3Floors,2006to2013,0
12,Luzern,SingleFamily,2Units,4Floors,1918AndBefore,0
12,Luzern,SingleFamily,2Units,4Floors,1919to1945,0
12,Luzern,SingleFamily,2Units,4Floors,1946to1960,0
12,Luzern,SingleFamily,2Units,4Floors,1961to1970,0
12,Luzern,SingleFamily,2Units,4Floors,1971to1980,0
12,Luzern,SingleFamily,2Units,4Floors,1981to1990,0
12,Luzern,SingleFamily,2Units,4Floors,1991to2000,0
12,Luzern,SingleFamily,2Units,4Floors,2001to2005,0
12,Luzern,SingleFamily,2Units,4Floors,2006to2013,0
12,Luzern,SingleFamily,2Units,5Floors,1918AndBefore,0
12,Luzern,SingleFamily,2Units,5Floors,1919to1945,0
12,Luzern,SingleFamily,2Units,5Floors,1946to1960,0
12,Luzern,SingleFamily,2Units,5Floors,1961to1970,0
12,Luzern,SingleFamily,2Units,5Floors,1971to1980,0
12,Luzern,SingleFamily,2Units,5Floors,1981to1990,0
12,Luzern,SingleFamily,2Units,5Floors,1991to2000,0
12,Luzern,SingleFamily,2Units,5Floors,2001to2005,0
12,Luzern,SingleFamily,2Units,5Floors,2006to2013,0
12,Luzern,SingleFamily,2Units,6Floors,1918AndBefore,0
12,Luzern,SingleFamily,2Units,6Floors,1919to1945,0
12,Luzern,SingleFamily,2Units,6Floors,1946to1960,0
12,Luzern,SingleFamily,2Units,6Floors,1961to1970,0
12,Luzern,SingleFamily,2Units,6Floors,1971to1980,0
12,Luzern,SingleFamily,2Units,6Floors,1981to1990,0
12,Luzern,SingleFamily,2Units,6Floors,1991to2000,0
12,Luzern,SingleFamily,2Units,6Floors,2001to2005,0
12,Luzern,SingleFamily,2Units,6Floors,2006to2013,0
12,Luzern,SingleFamily,2Units,7Floors,1918AndBefore,0
12,Luzern,SingleFamily,2Units,7Floors,1919to1945,0
12,Luzern,SingleFamily,2Units,7Floors,1946to1960,0
12,Luzern,SingleFamily,2Units,7Floors,1961to1970,0
12,Luzern,SingleFamily,2Units,7Floors,1971to1980,0
12,Luzern,SingleFamily,2Units,7Floors,1981to1990,0
12,Luzern,SingleFamily,2Units,7Floors,1991to2000,0
12,Luzern,SingleFamily,2Units,7Floors,2001to2005,0
12,Luzern,SingleFamily,2Units,7Floors,2006to2013,0
12,Luzern,SingleFamily,2Units,8Floors,1918AndBefore,0
12,Luzern,SingleFamily,2Units,8Floors,1919to1945,0
